Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	stationaryDist[1]	stationaryDist[2]	tree_length
7380	-35.07417	-54.11537	19.0412	0.176578	0.00385933	0.0244902	0.0314248	0.0213033	0.00978163	0.0232729	0.0212127	0.0120309	0.102129	0.0132126	0.129333	0.0616345	0.0164183	0.00178529	0.0626412	0.0226379	0.0274862	0.00516746	0.0227163	0.0853561	0.0750309	0.0201979	1.37476	0.775143	0.698976	1.301024	0.117959	0.352599	0.722371	1.38433	2.83608	8.4775	1.545499	1.861329	1.064135	0.182095	0.00397992	0.0252555	0.0324067	0.021969	0.0100873	0.0240001	0.0218755	0.0124069	0.10532	0.0136254	0.133374	0.0635604	0.0169313	0.00184108	0.0645986	0.0233452	0.0283451	0.00532893	0.0234261	0.0880232	0.0773753	0.0208291	0.650512	0.349488	0.9696999
7416	-36.05531	-53.08327	17.02797	0.0237081	0.091658	0.0324851	0.0269379	0.0200436	0.0652699	0.0286887	0.022479	0.00625712	0.151124	0.0081007	0.00761366	0.0221637	0.0272034	0.00784732	0.0675355	0.088436	0.0136834	0.029351	0.116572	0.142135	0.0587447	0.0178362	1.92429	0.445423	0.3402733	1.659727	0.185526	0.439743	0.7739	1.29216	2.27405	5.39008	1.218053	4.877628	2.59209	0.0220361	0.0851939	0.0301941	0.0250381	0.0186301	0.0606668	0.0266655	0.0208937	0.00581584	0.140466	0.0075294	0.00707672	0.0206006	0.0252849	0.00729389	0.0627727	0.0821991	0.0127184	0.027281	0.108351	0.132111	0.0546018	0.0165783	0.829863	0.170137	1.075875
7452	-39.69426	-55.49188	15.79762	0.203918	0.0799798	0.0332829	0.0253459	0.0210133	0.0773426	0.0362921	0.0756177	0.059876	0.143647	0.0078034	0.287507	0.117049	0.0369509	0.0036399	0.320448	0.0359426	0.0436891	0.0108395	0.0499263	0.205249	0.112739	0.134373	1.31168	0.812994	0.1878087	1.812191	0.21182	0.469107	0.789665	1.26636	2.13171	4.721	1.122217	9.649133	0.9680338	0.0960755	0.0376824	0.0156812	0.0119417	0.00990037	0.0364399	0.017099	0.0356272	0.0282105	0.0676791	0.00367656	0.135459	0.0551476	0.0174094	0.00171493	0.150979	0.0169343	0.0205841	0.005107	0.0235227	0.0967029	0.0531169	0.0633098	0.906096	0.0939044	2.122472
7488	-35.67854	-52.95319	17.27465	0.174573	0.0502147	0.00755742	0.032986	0.0092527	0.0247233	0.00178008	0.027983	0.0299789	0.134518	0.0223474	0.0169962	0.133555	0.00788614	0.0108358	0.0633559	0.0319128	0.0903286	0.00923216	0.0100103	0.0467614	0.0666704	0.0191619	1.90382	0.457705	0.3380093	1.661991	0.230017	0.488348	0.79963	1.25058	2.04772	4.3475	1.062623	4.916997	2.495701	0.170711	0.0491039	0.00739024	0.0322563	0.00904802	0.0241764	0.00174071	0.027364	0.0293157	0.131543	0.0218531	0.0166202	0.130601	0.0077117	0.0105961	0.0619544	0.0312069	0.0883304	0.00902794	0.00978887	0.045727	0.0651956	0.0187381	0.830995	0.169005	1.022621
7524	-37.24516	-53.78467	16.5395	0.0321839	0.0876597	0.0422202	0.0122865	0.0715452	0.0509217	0.0668275	0.027048	0.00759637	0.0354861	0.0165455	0.00322602	0.156889	0.0685887	0.0365828	0.0444954	0.0667168	0.0325379	0.00160834	0.000306957	0.00842214	0.00743768	0.0062422	1.30933	0.814402	0.1046934	1.895307	0.268743	0.526849	0.818787	1.22132	1.89808	3.72103	0.9501132	18.10341	0.9646313	0.0364329	0.0992327	0.0477942	0.0139085	0.0809908	0.0576445	0.0756502	0.0306189	0.00859926	0.040171	0.0187299	0.00365193	0.177602	0.0776439	0.0414125	0.0503698	0.0755249	0.0368337	0.00182067	0.000347482	0.00953405	0.00841961	0.0070663	0.947653	0.0523467	0.883375
7560	-35.52183	-55.29989	19.77806	0.0546645	0.0166362	0.00394778	0.0500746	0.0142117	0.0682548	0.0281302	0.0105106	0.0219087	0.0998915	0.00330027	0.00274739	0.0486424	0.125854	0.131512	0.114511	0.00675221	0.0267918	0.00989756	0.0142423	0.0701589	0.0428302	0.00904262	0.83616	1.0983	0.4121548	1.587845	0.397644	0.637782	0.869083	1.15064	1.56793	2.51481	0.6668123	3.852545	0.4567915	0.0560942	0.0170713	0.00405103	0.0513843	0.0145833	0.0700398	0.0288659	0.0107855	0.0224817	0.102504	0.00338658	0.00281924	0.0499146	0.129146	0.134952	0.117506	0.0069288	0.0274924	0.0101564	0.0146148	0.0719938	0.0439504	0.00927912	0.793923	0.206077	0.9745133
7596	-46.47039	-64.03906	17.56866	0.080982	0.00713575	0.00945691	0.0175024	0.0714804	0.0674772	0.0211321	0.0633941	0.0133051	0.0187374	0.000570131	0.048722	0.222375	0.0646384	0.0198726	0.0488102	0.0221524	0.0417115	0.0166989	0.00227243	0.0125669	0.0347582	0.0101795	0.930515	1.04169	0.308462	1.691538	0.040867	0.210263	0.614773	1.62662	4.75595	24.4696	2.311964	5.483782	0.5359644	0.0884149	0.00779069	0.0103249	0.0191088	0.0780412	0.0736705	0.0230717	0.0692127	0.0145263	0.0204572	0.00062246	0.0531939	0.242786	0.0705712	0.0216966	0.0532901	0.0241856	0.0455399	0.0182316	0.002481	0.0137204	0.0379485	0.0111139	0.845769	0.154231	0.915932
7632	-39.35848	-57.09059	17.73212	0.00945649	0.0545852	0.00263121	0.0173721	0.0621099	0.0464224	0.0198928	0.0308224	0.00351809	0.281074	0.0270968	0.195352	0.0853653	0.122054	0.21484	0.0372161	0.0401298	0.136145	0.0736878	0.0905207	0.0730869	0.0172204	0.0746487	0.926363	1.04418	0.1650475	1.834953	0.855118	0.926507	0.976467	1.0241	1.07932	1.16943	0.1131717	11.11772	0.5322993	0.00551319	0.0318235	0.00153401	0.010128	0.0362105	0.0270645	0.0115976	0.0179696	0.00205107	0.163868	0.0157976	0.113892	0.0497685	0.071158	0.125253	0.0216972	0.0233959	0.0793734	0.0429604	0.0527741	0.0426101	0.0100396	0.0435207	0.917476	0.0825237	1.715248
7668	-34.37473	-53.89651	19.52178	0.0528583	0.0382814	0.0255049	0.0584969	0.0823437	0.0126213	0.0289509	0.00545334	0.0364024	0.106899	0.149288	0.0582363	0.0815442	0.0865079	0.0286367	0.0661307	0.00535333	0.009704	0.0393292	0.0211882	0.119869	0.0449286	0.134581	1.17971	0.892176	0.5684929	1.431507	0.416809	0.652593	0.87533	1.14243	1.53235	2.39918	0.6327777	2.518074	0.7933678	0.0408769	0.0296042	0.0197237	0.0452374	0.0636788	0.00976043	0.0223886	0.00421723	0.0281511	0.0826684	0.115449	0.0450359	0.0630605	0.0668992	0.0221456	0.0511409	0.00413989	0.0075044	0.0304144	0.0163855	0.092698	0.0347446	0.104076	0.715754	0.284246	1.293109
7704	-44.37674	-63.63303	19.25629	0.0386178	0.00700593	0.0272655	0.0194533	0.0650813	0.00129796	0.00374235	0.0156663	0.0397785	0.0334057	0.018119	0.331148	0.0727203	0.0989072	0.023071	0.00600721	0.0551482	0.00998084	0.110661	0.010027	0.0584494	0.0658867	0.0378362	0.998051	1.00117	0.4248269	1.575173	0.31767	0.571627	0.839892	1.19063	1.74939	3.14792	0.8291736	3.7078	0.5981312	0.0336019	0.00609595	0.023724	0.0169266	0.0566281	0.00112937	0.00325627	0.0136314	0.0346118	0.0290667	0.0157656	0.288136	0.0632749	0.0860604	0.0200744	0.00522695	0.0479852	0.00868445	0.0962872	0.00872464	0.0508576	0.0573288	0.0329218	0.787587	0.212413	1.149276
7740	-42.6167	-61.80127	19.18458	0.0117551	0.186337	0.0104164	0.00917377	0.00783648	0.171335	0.0197504	0.0179659	0.0722008	0.0645879	0.0168762	0.0251282	0.118129	0.0069472	0.0263422	0.00253595	0.0249014	0.0114616	0.151168	0.132332	0.0520205	0.00610745	0.0537499	1.19678	0.881931	0.8094981	1.190502	0.097417	0.321184	0.701643	1.42523	3.11348	10.2652	1.68385	1.470667	0.8142001	0.00980361	0.155403	0.00868712	0.00765082	0.00653554	0.142892	0.0164716	0.0149833	0.0602146	0.0538656	0.0140745	0.0209567	0.0985179	0.00579389	0.0219691	0.00211495	0.0207675	0.00955884	0.126072	0.110363	0.0433845	0.00509354	0.0448268	0.595251	0.404749	1.199058
7776	-37.32912	-54.9305	17.60137	0.00029856	0.0202782	0.00574681	0.0212197	0.0134302	0.00395946	0.0293073	0.00993105	0.020144	0.0100756	0.00196293	0.0272249	0.0136824	0.00384495	0.0233492	0.00871528	0.0215398	0.0144202	0.0403451	0.00220866	0.0205455	0.00457435	0.0101961	1.28674	0.827957	0.2415692	1.758431	0.124302	0.361721	0.72815	1.37334	2.76456	8.04495	1.507631	7.2792	0.9324678	0.000913027	0.0620127	0.0175743	0.0648921	0.041071	0.0121084	0.0896247	0.0303702	0.0616024	0.0308123	0.00600284	0.0832566	0.0418421	0.0117582	0.0714043	0.0266522	0.0658707	0.0440983	0.123379	0.00675429	0.0628303	0.0139888	0.0311806	0.879215	0.120785	0.3270003
7812	-36.12155	-56.64299	20.52144	0.0414685	0.0604145	0.0223573	0.182995	0.218396	0.117468	0.0350914	0.124146	0.171106	0.0636417	0.166104	0.048634	0.274079	0.0166759	0.128416	0.114563	0.0999954	0.0960978	0.0928039	0.0181273	0.0228724	0.066015	0.0030143	0.919422	1.04835	1.28948	0.7105195	0.640494	0.804705	0.934459	1.07014	1.24269	1.5613	0.3221386	0.5510123	0.5262127	0.0189832	0.0276562	0.0102346	0.0837705	0.099976	0.053774	0.0160639	0.0568307	0.0783281	0.0291335	0.0760382	0.0222634	0.125466	0.00763379	0.0587857	0.0524441	0.0457753	0.043991	0.0424832	0.00829818	0.0104704	0.0302199	0.00137987	0.35526	0.64474	2.184485
7848	-30.41594	-47.25532	16.83939	0.0132002	0.0356321	0.0103189	0.0224185	0.0517447	0.00410146	0.0348142	0.00262721	0.0197849	0.0789291	0.0248101	0.0447903	0.0718868	0.0112465	0.0975617	0.0021709	0.0297249	0.0541523	0.0579467	0.0293326	0.0227387	0.00544127	0.00712912	1.72397	0.565615	0.1104215	1.889579	0.783623	0.887883	0.96358	1.0378	1.12627	1.27612	0.1763042	17.11242	1.828779	0.0180207	0.0486443	0.0140872	0.0306053	0.0706409	0.00559924	0.0475278	0.00358662	0.02701	0.107753	0.0338703	0.0611469	0.0981385	0.0153536	0.133189	0.00296367	0.0405799	0.0739277	0.0791077	0.0400443	0.0310424	0.00742832	0.00973254	0.944789	0.0552107	0.7325033
7884	-40.25129	-55.52545	15.27416	0.00739047	0.055918	0.0651873	0.027851	0.00812345	0.00367104	0.0178722	0.178467	0.0482268	0.181924	0.0901258	0.103467	0.116258	0.0219131	0.123122	0.040482	0.00318082	0.0294392	0.141995	0.289619	0.0502012	0.0566857	0.0116314	1.93756	0.437465	0.3869929	1.613007	0.0359359	0.197482	0.602862	1.65876	5.06375	27.8273	2.40494	4.168054	2.657435	0.00441815	0.0334287	0.0389701	0.0166498	0.00485634	0.00219461	0.0106843	0.10669	0.0288308	0.108757	0.0538788	0.0618544	0.0695013	0.0131001	0.0736045	0.0242008	0.00190155	0.0175993	0.0848869	0.173139	0.0300111	0.0338877	0.00695347	0.806504	0.193496	1.672751
7920	-34.96775	-51.95655	16.9888	0.0455782	0.0733438	0.069365	0.157027	0.215701	0.0728189	0.00728677	0.0168597	0.103159	0.0629197	0.0656155	0.0388309	0.0529937	0.0164072	0.0361019	0.133247	0.0197714	0.0353964	0.144301	0.0746524	0.111863	0.130488	0.0601676	2.22936	0.262385	0.9315855	1.068415	0.17297	0.424968	0.765692	1.30601	2.35312	5.78135	1.268723	1.146878	5.0979	0.0261359	0.0420574	0.0397759	0.0900437	0.123689	0.0417564	0.00417844	0.00966785	0.0591541	0.03608	0.0376258	0.0222667	0.0303881	0.00940838	0.0207019	0.0764078	0.0113375	0.0202973	0.0827463	0.0428079	0.0641457	0.0748257	0.0345019	0.534207	0.465793	1.743895
7956	-47.50767	-61.11943	13.61176	0.172622	0.120377	0.193417	0.161657	0.232238	0.411196	0.00140221	0.150752	0.0262269	0.310839	0.107486	0.296847	0.108049	0.0493557	0.254503	0.0822649	0.055008	0.576081	0.117452	0.105597	0.0974716	0.15057	0.184596	1.07209	0.956749	0.2320819	1.767918	0.267108	0.525283	0.818028	1.22245	1.90373	3.74381	0.9545252	7.617646	0.6723304	0.0435253	0.0303521	0.0487688	0.0407607	0.058557	0.10368	0.000353556	0.038011	0.00661293	0.0783757	0.0271017	0.0748479	0.0272438	0.0124447	0.0641711	0.0207425	0.0138699	0.145255	0.0296146	0.0266256	0.0245768	0.0379652	0.0465446	0.883959	0.116041	3.966008
7992	-36.64583	-53.15501	16.50918	0.164869	0.0245454	0.00656623	0.0856752	0.0817229	0.0155666	0.0268078	0.0189637	0.0756888	0.285227	0.0127313	0.384813	0.108441	0.353717	0.0159682	0.0295589	0.0407483	0.097487	0.0766398	0.0268754	0.00580686	0.093293	0.0224869	1.38061	0.771637	0.2000003	1.8	0.487773	0.704601	0.896522	1.11542	1.41924	2.05013	0.5190942	8.999987	1.073515	0.0802594	0.0119489	0.00319649	0.0417074	0.0397833	0.00757792	0.0130503	0.0092317	0.0368459	0.138851	0.0061977	0.18733	0.0527899	0.172192	0.00777344	0.0143895	0.0198366	0.0474574	0.0373088	0.0130832	0.00282682	0.0454158	0.0109468	0.9	0.1	2.054199
8028	-29.33973	-54.43483	25.0951	0.0213796	0.00113714	0.0110651	0.0181609	0.0152501	0.0099431	0.00634913	0.00221071	0.00378507	0.0131029	0.0351855	0.0475063	0.0431218	0.00135718	0.00883755	0.0592648	0.00786797	0.0118457	0.0522626	0.0125544	0.0215132	0.0680484	0.00337985	0.179334	1.4924	1.958849	0.04115145	0.695598	0.837757	0.946268	1.05678	1.19366	1.43761	0.2624617	0.02100798	0.07209873	0.0449975	0.00239334	0.0232886	0.038223	0.0320968	0.0209272	0.013363	0.00465287	0.00796641	0.0275776	0.0740546	0.0999862	0.090758	0.00285644	0.0186003	0.124734	0.0165596	0.0249316	0.109997	0.0264231	0.0452787	0.143221	0.00711354	0.0205757	0.979424	0.4751288
8064	-35.52207	-57.0689	21.54684	0.122447	0.0114003	0.108315	0.157634	0.014745	0.18265	0.0056318	0.14781	0.106568	0.114004	0.104153	0.0597281	0.0270936	0.0104254	0.0177116	0.00641669	0.0892165	0.0770838	0.171678	0.0560149	0.137914	0.0306868	0.0116395	0.877077	1.07375	1.639278	0.3607224	0.407678	0.645581	0.872385	1.14628	1.54899	2.45292	0.6487944	0.2200496	0.4900999	0.0691414	0.00643734	0.0611614	0.0890103	0.00832595	0.103136	0.00318007	0.083463	0.0601749	0.0643736	0.0588113	0.0337263	0.0152987	0.00588683	0.0100011	0.00362327	0.0503773	0.0435264	0.0969402	0.0316295	0.077875	0.0173277	0.0065724	0.180361	0.819639	1.770967
8100	-32.01836	-54.98846	22.9701	0.0224711	0.0401179	0.146308	0.0230862	0.0692312	0.0176112	0.0407485	0.00115463	0.0247387	0.109416	0.34473	0.0425599	0.0308443	0.0862305	0.0240802	0.000351624	0.129353	0.0508634	0.10521	0.00750209	0.164638	0.0766576	0.0612985	0.260686	1.44359	1.52024	0.4797596	0.807548	0.901002	0.968	1.03306	1.10988	1.23832	0.154558	0.3155814	0.1083493	0.0138779	0.0247763	0.0903579	0.0142578	0.0427564	0.0108764	0.0251658	0.000713083	0.0152783	0.0675742	0.212901	0.0262845	0.0190491	0.053255	0.0148716	0.000217159	0.0798868	0.0314126	0.0649764	0.0046332	0.101678	0.0473429	0.0378572	0.23988	0.76012	1.619202
8136	-29.61134	-50.65923	21.04789	0.098748	0.0296604	0.0118736	0.0147414	0.00186683	0.00564923	0.136109	0.00828614	0.00906308	0.139546	0.0458253	0.178816	0.0182717	0.0617428	0.010225	0.000964167	0.0594329	0.00585466	0.0241159	0.0737131	0.0418717	0.0522283	0.0176585	0.135914	1.51845	0.7782484	1.221752	0.113591	0.34617	0.718235	1.3923	2.88876	8.8035	1.572783	1.569874	0.05370486	0.0943815	0.0283489	0.0113486	0.0140896	0.00178428	0.00539944	0.130091	0.00791975	0.00866233	0.133375	0.043799	0.170909	0.0174638	0.0590126	0.00977287	0.000921534	0.0568049	0.00559578	0.0230495	0.0704537	0.0400202	0.0499188	0.0168777	0.610876	0.389124	1.046264
8172	-33.78854	-51.13872	17.35018	0.0670552	0.000349913	0.000959103	0.0308592	0.00723968	0.0130552	0.00941477	0.0575457	0.00237541	0.0403588	0.00190185	0.0281924	0.0400479	0.0170293	0.0125043	0.00650079	0.0630684	0.00318933	0.0121427	0.00940402	0.0255989	0.0242183	0.0328453	0.379803	1.37212	0.09794553	1.902054	0.113725	0.346369	0.718364	1.39205	2.88709	8.79312	1.57193	19.41951	0.1660801	0.132558	0.000691723	0.001896	0.0610038	0.0143117	0.025808	0.0186116	0.113759	0.00469581	0.0797831	0.00375967	0.055732	0.0791685	0.0336643	0.024719	0.0128511	0.124676	0.00630481	0.0240042	0.0185903	0.0506051	0.0478759	0.0649301	0.951027	0.0489728	0.5058564
8208	-36.78608	-53.39983	16.61375	0.0596109	0.0388998	0.0134182	0.0582193	0.0859057	0.165075	0.0580103	0.0480436	0.00627649	0.229194	0.012701	0.0765783	0.305136	0.0112612	0.0375869	0.110353	0.0308293	0.0408134	0.0666396	0.097067	0.0406663	0.055611	0.0578151	0.444096	1.33354	0.06472055	1.935279	0.714664	0.848878	0.950169	1.05244	1.17803	1.39926	0.2429096	29.90209	0.1998117	0.0349478	0.0228056	0.00786661	0.034132	0.0503636	0.0967776	0.0340095	0.0281663	0.00367969	0.134369	0.00744618	0.0448953	0.178891	0.00660203	0.0220359	0.0646962	0.0180741	0.0239275	0.0390685	0.0569071	0.0238413	0.0326028	0.033895	0.96764	0.0323603	1.705711
8244	-29.41645	-51.40362	21.98717	0.0688765	0.00643632	0.0940525	0.0151849	0.0747166	0.00173496	0.031273	0.0130973	0.000571873	0.131756	0.11192	0.0215986	0.278681	0.0241772	0.0451242	0.0208158	0.115635	0.0837237	0.0135024	0.0588813	0.0622009	0.00660755	0.0468608	0.16623	1.50026	0.9809094	1.019091	0.38822	0.630365	0.865917	1.15484	1.58638	2.57586	0.684156	1.038924	0.06648018	0.0518871	0.00484871	0.0708531	0.0114393	0.0562867	0.00130701	0.0235591	0.00986667	0.000430812	0.0992568	0.0843133	0.016271	0.209941	0.0182136	0.0339937	0.0156813	0.0871119	0.0630721	0.0101719	0.0443574	0.0468582	0.00497771	0.0353019	0.509545	0.490455	1.327429
8280	-39.94545	-53.7879	13.84244	0.0567693	0.0236006	0.00191446	0.0142078	0.107194	0.00899564	0.00588236	0.108546	0.000441999	0.115144	0.0438505	0.174097	0.244433	0.0596046	0.0326762	0.041914	0.0264196	0.0704096	0.028271	0.257057	0.0442773	0.101232	0.0237971	2.02242	0.386547	0.1387041	1.861296	0.0644781	0.262632	0.658942	1.51758	3.80761	15.5092	1.982243	13.41918	3.139214	0.0356875	0.0148363	0.0012035	0.0089316	0.0673865	0.00565502	0.00369789	0.0682362	0.000277858	0.0723839	0.0275662	0.109445	0.153661	0.0374698	0.0205416	0.0263488	0.0166084	0.0442623	0.0177723	0.161596	0.0278345	0.0636385	0.0149598	0.930648	0.0693521	1.590735
8316	-35.06984	-53.63901	18.56917	0.100085	0.00646443	0.00536339	0.00849136	0.0353142	0.0447799	0.0288584	0.00900665	0.00687954	0.119969	0.122027	0.088666	0.0880873	0.00991453	0.126922	0.00152448	0.00759577	0.0351849	0.147408	0.0443996	0.0516653	0.0316217	0.150557	0.70603	1.17638	0.2647342	1.735266	0.255436	0.513961	0.812485	1.23079	1.94567	3.91488	0.9868324	6.554748	0.3601024	0.0787581	0.00508696	0.00422054	0.00668198	0.0277893	0.035238	0.0227092	0.00708747	0.00541362	0.0944052	0.096025	0.0697726	0.0693172	0.0078019	0.099877	0.00119964	0.00597723	0.0276875	0.115997	0.0349387	0.0406562	0.0248836	0.118476	0.867633	0.132367	1.270784
8352	-33.5406	-49.40165	15.86105	0.00222609	0.0221042	0.0221866	0.0258663	0.105973	0.0460541	0.110326	0.0732161	0.00573764	0.332782	0.099457	0.272021	0.249208	0.0390083	0.253752	0.159148	0.102168	0.12688	0.249788	0.0619734	0.0647492	0.0544366	0.187624	2.2161	0.270341	0.6718498	1.32815	0.555025	0.750413	0.914315	1.09371	1.3326	1.80172	0.4257011	1.976856	4.918452	0.00083478	0.00828902	0.00831993	0.00969978	0.0397396	0.0172702	0.0413721	0.0274558	0.0021516	0.124792	0.0372961	0.102007	0.0934525	0.014628	0.0951562	0.0596801	0.0383126	0.0475798	0.09367	0.0232399	0.0242808	0.0204136	0.0703583	0.664075	0.335925	2.666686
8388	-31.32154	-54.37073	23.04919	0.0601436	0.0434749	0.0275049	0.00880713	0.0274376	0.0281588	0.00579347	0.00865154	0.0550971	0.0533633	0.127983	0.114482	0.156002	0.0189242	0.0548114	0.0338169	0.0251435	0.0268457	0.00794953	0.00423143	0.0281893	0.0864215	0.00469231	0.283347	1.42999	1.600722	0.3992784	0.271725	0.529693	0.820164	1.21927	1.88789	3.68019	0.9421323	0.2494365	0.1188876	0.0596708	0.0431331	0.0272887	0.00873789	0.0272219	0.0279374	0.00574792	0.00858352	0.054664	0.0529437	0.126977	0.113582	0.154775	0.0187754	0.0543805	0.033551	0.0249458	0.0266346	0.00788703	0.00419816	0.0279677	0.085742	0.00465542	0.199639	0.800361	1.007924
8424	-46.10262	-66.21019	20.10757	0.0874675	0.00745317	0.148036	0.0394645	0.0523999	0.0450266	0.000352053	0.376276	0.0124339	0.0647547	0.143416	0.0718831	0.121339	0.0310691	0.0645156	0.0436908	0.0372725	0.0275204	0.0526553	0.00299502	0.0662811	0.0168746	0.105357	0.627809	1.22331	0.7052405	1.29476	0.341568	0.59221	0.849213	1.17756	1.68859	2.92768	0.7767273	1.835912	0.3079222	0.0540412	0.00460489	0.0914633	0.0243829	0.0323749	0.0278194	0.000217513	0.23248	0.00768218	0.0400083	0.0886087	0.0444124	0.0749682	0.0191958	0.0398605	0.0269941	0.0230286	0.0170033	0.0325327	0.00185045	0.0409513	0.0104259	0.0650939	0.64738	0.35262	1.618534
8460	-31.58393	-53.7199	22.13596	0.0121844	0.105845	0.0982026	0.0784869	0.176794	0.12482	0.00754276	0.0118289	0.0186822	0.0159666	0.0754713	0.189607	0.137628	0.00158634	0.0904828	0.0381168	0.0862837	0.0871895	0.148476	0.113656	0.0444786	0.0678094	0.0718983	0.214734	1.47116	1.192239	0.8077606	0.757519	0.873333	0.958626	1.04316	1.14504	1.3201	0.2008007	0.6775154	0.08757724	0.00675769	0.0587036	0.0544651	0.0435304	0.0980535	0.0692274	0.00418337	0.00656054	0.0103615	0.0088554	0.0418579	0.10516	0.076331	0.000879814	0.0501836	0.0211403	0.0478546	0.048357	0.0823479	0.063036	0.0246687	0.0376084	0.0398762	0.40388	0.59612	1.803037
8496	-35.3437	-54.99619	19.65249	0.0126202	0.129032	0.0184626	0.00805145	0.0729932	0.0306889	0.0382209	0.00363563	0.0870581	0.0318315	0.00397119	0.0171543	0.0476167	0.0232366	0.0769068	0.00616404	0.0378264	0.0282848	0.020385	0.0411433	0.0386815	0.0188046	0.0328621	0.717195	1.16968	0.441124	1.558876	0.188367	0.443015	0.775692	1.28917	2.25726	5.30878	1.207063	3.533872	0.3678922	0.0152855	0.156282	0.0223618	0.00975186	0.088409	0.0371702	0.0462929	0.00440345	0.105444	0.0385541	0.00480988	0.0207771	0.057673	0.028144	0.0931491	0.00746585	0.0458152	0.0342584	0.0246902	0.0498325	0.0468508	0.022776	0.0398024	0.779438	0.220562	0.8256315
8532	-35.24702	-52.94768	17.70067	0.113965	0.0654424	0.0223692	0.21968	0.136288	0.144732	0.0390855	0.18145	0.018757	0.0723131	0.0756494	0.0941391	0.181367	0.0648588	0.0974139	0.0959855	0.048391	0.238849	0.0177699	0.015019	0.352971	0.379495	0.0172532	1.10673	0.935961	0.535832	1.464168	0.583425	0.768901	0.921284	1.08544	1.30056	1.71402	0.3896184	2.732513	0.7094734	0.0423152	0.0242987	0.00830567	0.0815669	0.0506036	0.0537389	0.0145124	0.0673722	0.00696445	0.0268498	0.0280886	0.0349538	0.0673416	0.024082	0.0361697	0.0356394	0.0179676	0.0886844	0.00659794	0.00557656	0.131058	0.140906	0.00640612	0.732084	0.267916	2.693244
8568	-35.55804	-54.33066	18.77262	0.0260827	0.0294698	0.00406964	0.0289153	0.000332815	0.0605218	0.0270014	0.119046	0.0103354	0.106084	0.0027831	0.0485735	0.0801496	0.0690751	0.0141245	0.00348759	0.0572185	0.026429	0.00104168	0.0204261	0.0684041	0.0429253	0.00427365	1.04082	0.975505	0.4648561	1.535144	0.0950845	0.317411	0.699061	1.43049	3.15049	10.517	1.701374	3.302407	0.6401753	0.0306577	0.0346389	0.00478347	0.0339872	0.000391192	0.0711375	0.0317376	0.139928	0.0121483	0.124692	0.00327126	0.0570935	0.0942082	0.0811911	0.016602	0.00409933	0.0672549	0.0310647	0.00122439	0.024009	0.0804024	0.0504545	0.00502326	0.767572	0.232428	0.8507715
8604	-36.65485	-54.54068	17.88583	0.00807335	0.0243024	0.0615237	0.0376413	0.00620668	0.0367716	0.00703773	0.0152785	0.0120372	0.0924399	0.027441	0.00471198	0.0646277	0.000284485	0.00108394	0.00240407	0.0350417	0.00581602	0.0433621	0.0416493	0.0445106	0.00858831	0.00438209	1.09924	0.940456	0.2996639	1.700336	0.0699353	0.273247	0.667138	1.49894	3.65969	14.2989	1.923497	5.674145	0.7013028	0.0137955	0.0415273	0.10513	0.0643204	0.0106058	0.0628343	0.0120259	0.0261075	0.0205688	0.157959	0.0468904	0.0080517	0.110434	0.00048612	0.00185221	0.00410801	0.0598782	0.00993825	0.0740959	0.0711692	0.0760584	0.0146755	0.00748799	0.850168	0.149832	0.5852157
8640	-36.85829	-55.80932	18.95103	0.131987	0.0136596	0.0756394	0.0156174	0.081297	0.0643332	0.0446002	0.0262278	0.106617	0.0323386	0.02824	0.0588991	0.030844	0.0040718	0.00259073	0.0242237	0.0405808	0.000263093	0.0239163	0.000780634	0.0756375	0.0505125	0.0581233	1.0354	0.978759	0.3028969	1.697103	0.3898	0.631615	0.866453	1.15413	1.58324	2.56542	0.681218	5.602906	0.6347229	0.133186	0.0137837	0.0763263	0.0157592	0.0820353	0.0649174	0.0450052	0.026466	0.107585	0.0326322	0.0284964	0.059434	0.0311241	0.00410878	0.00261426	0.0244436	0.0409493	0.000265483	0.0241335	0.000787723	0.0763243	0.0509712	0.0586511	0.848552	0.151448	0.9910009
