Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	stationaryDist[1]	stationaryDist[2]	tree_length
3168	-33.14845	-50.99431	17.84585	0.0922782	0.00441255	0.0275571	0.00400449	0.0509152	0.00289865	0.167385	0.00142504	0.0676228	0.36124	0.0217221	0.0936027	0.0453877	0.0791154	0.00360565	0.0197152	0.044541	0.0152584	0.0583856	0.0350491	0.0735923	0.00805971	0.0627749	1.17637	0.894176	0.1768554	1.823145	0.687068	0.832731	0.944493	1.05877	1.20087	1.45546	0.2713832	10.30867	0.789357	0.0688362	0.0032916	0.0205566	0.0029872	0.0379809	0.00216229	0.124863	0.00106303	0.0504441	0.269472	0.0162039	0.0698242	0.0338575	0.0590172	0.00268969	0.0147068	0.0332259	0.0113822	0.0435535	0.0261453	0.0548971	0.00601225	0.0468278	0.911572	0.0884277	1.340549
3204	-37.11238	-54.58101	17.46863	0.0143753	0.0653176	0.000216171	0.0133274	0.00588195	0.0203901	0.0029135	0.00184078	0.00541265	0.00777724	0.0191524	0.00249606	0.0189859	0.0132821	0.00336127	0.013647	0.00632078	0.00981529	0.0062225	0.0232074	0.0159775	0.00890383	0.0260834	1.1114	0.933162	0.2292125	1.770788	0.0855547	0.301476	0.687918	1.45366	3.31701	11.6884	1.777736	7.725529	0.7146008	0.0471463	0.21422	0.000708972	0.0437096	0.0192909	0.0668728	0.00955533	0.00603716	0.0177517	0.0255068	0.0628137	0.00818628	0.0622676	0.0435609	0.0110239	0.0447579	0.0207301	0.032191	0.0204078	0.0761128	0.0524011	0.0292017	0.0855451	0.885394	0.114606	0.3049081
3240	-37.91196	-55.41496	17.503	0.0776004	0.176939	0.0235355	0.0201895	0.0368697	0.0854848	0.00855613	0.018695	0.0129993	0.172568	0.04998	0.10492	0.0708137	0.0150389	0.0409163	0.0912343	0.0309928	0.00968625	0.269332	0.0498476	0.0211234	0.0604615	0.123529	0.800758	1.11955	0.2143081	1.785692	0.19833	0.454291	0.781798	1.2791	2.20123	5.04211	1.169798	8.33236	0.4291514	0.0493857	0.112606	0.0149782	0.0128488	0.0234642	0.0544034	0.0054452	0.0118977	0.00827286	0.109824	0.0318078	0.0667724	0.0450665	0.00957088	0.0260395	0.0580624	0.0197241	0.00616443	0.171406	0.0317235	0.0134432	0.0384783	0.0786153	0.892846	0.107154	1.571314
3276	-39.52728	-56.3247	16.79741	0.0823161	0.00778068	0.00888544	0.00159657	0.0135471	0.00686089	0.0112532	0.00179467	0.00767119	0.0570185	0.00344996	0.0317344	0.0004944	0.0035368	0.00254307	0.0166652	0.0320603	0.0195382	0.0379532	0.0327728	0.0514297	0.0679712	0.0980431	0.170643	1.49761	0.05968243	1.940318	0.114307	0.347232	0.718922	1.39097	2.87992	8.74837	1.56824	32.5107	0.06836612	0.137902	0.0130348	0.0148856	0.00267469	0.0226951	0.0114939	0.0188522	0.00300657	0.0128514	0.0955218	0.00577964	0.0531639	0.000828257	0.00592512	0.00426034	0.0279189	0.0537098	0.0327319	0.0635821	0.0549035	0.086159	0.11387	0.164249	0.970159	0.0298412	0.5969168
3312	-31.86209	-48.21274	16.35065	0.299255	0.0657115	0.108807	0.00677763	0.00711988	0.00513308	0.109354	0.0345627	0.00876665	0.332412	0.0121223	0.285229	0.42835	0.00897706	0.131976	0.059902	0.0403888	0.0770734	0.0111069	0.0859171	0.235727	0.076651	0.119465	0.430493	1.3417	0.1135686	1.886431	0.674787	0.825438	0.941905	1.06168	1.21148	1.48195	0.2844249	16.6105	0.1925134	0.117319	0.0257613	0.0426562	0.00265707	0.00279125	0.00201235	0.0428707	0.0135498	0.00343684	0.130318	0.00475239	0.11182	0.167929	0.00351933	0.0517395	0.0234838	0.0158339	0.0302156	0.0043543	0.0336826	0.0924136	0.03005	0.0468348	0.943216	0.0567843	2.550785
3348	-51.83396	-67.69465	15.86069	0.463535	0.0422789	0.0272242	0.0066193	0.0317644	0.0549258	0.0540918	0.0203646	0.106306	0.0533288	0.329862	0.618029	0.0123364	0.05755	0.00330322	0.0611831	0.130254	0.0540685	0.125652	0.0593173	0.0668568	0.100677	0.0648132	1.87384	0.475695	0.3355745	1.664426	0.575923	0.764063	0.919472	1.08758	1.30879	1.73634	0.3989756	4.959929	2.363499	0.182183	0.0166168	0.0106999	0.00260158	0.0124843	0.0215874	0.0212597	0.00800386	0.0417813	0.0209598	0.129645	0.242903	0.00484856	0.0226188	0.00129826	0.0240468	0.0511934	0.0212505	0.049385	0.0233134	0.0262767	0.039569	0.0254735	0.832213	0.167787	2.544341
3384	-35.44299	-54.07681	18.63382	0.0397639	0.00115123	0.0107754	0.00836682	0.0100118	0.0241604	0.0121604	0.00702804	0.00454764	0.0422272	0.0349706	0.0187371	0.0379287	0.0337559	0.00179516	0.0562515	0.0583712	0.133943	0.0230717	0.0420442	0.0134616	0.0138975	0.0172826	1.28596	0.828422	0.7779924	1.222008	0.0306561	0.182756	0.58846	1.69935	5.47179	32.6199	2.519839	1.570719	0.931384	0.0615823	0.00178291	0.0166879	0.0129577	0.0155053	0.0374172	0.0188327	0.0108843	0.00704293	0.0653973	0.0541589	0.0290181	0.0587401	0.0522778	0.00278016	0.0871167	0.0903994	0.207437	0.0357312	0.0651138	0.0208479	0.0215231	0.0267656	0.611004	0.388996	0.6457032
3420	-37.97719	-52.28479	14.3076	0.111274	0.00333637	0.00360328	0.00964818	0.0433006	0.00167223	0.104343	0.0343414	0.00214606	0.121898	0.277243	0.0674739	0.0455853	0.0444015	0.00733931	0.0449597	0.0429081	0.0545436	0.0822352	0.161778	0.202226	0.029599	0.0791418	1.48319	0.710083	0.07763396	1.922366	0.116126	0.349915	0.720651	1.38763	2.85783	8.61136	1.556827	24.76192	1.253257	0.0706501	0.00211833	0.0022878	0.00612584	0.0274925	0.00106173	0.0662493	0.0218041	0.00136258	0.0773956	0.176028	0.0428407	0.0289431	0.0281915	0.00465989	0.0285459	0.0272433	0.0346309	0.0522129	0.102717	0.128398	0.0187931	0.0502488	0.961183	0.038817	1.574997
3456	-43.19328	-64.33407	21.14078	0.0463832	0.0391889	0.00998643	0.0524798	0.216299	0.0454498	0.0846693	0.00600273	0.00241397	0.0376948	0.0825358	0.105487	0.00738604	0.0964174	0.0164658	0.0127197	0.021225	0.0598424	0.0187153	0.0180013	0.0322224	0.0545374	0.0879173	0.129982	1.52201	0.5595097	1.44049	0.333648	0.585473	0.846187	1.18177	1.70802	2.99717	0.7936894	2.574558	0.05124078	0.040192	0.033958	0.00865344	0.0454749	0.187427	0.0393832	0.0733677	0.00520149	0.00209176	0.0326633	0.0715189	0.0914065	0.00640015	0.0835477	0.014268	0.0110219	0.0183919	0.0518546	0.0162172	0.0155985	0.0279213	0.0472578	0.0761822	0.720245	0.279755	1.154041
3492	-32.12807	-52.06865	19.94058	0.0150947	0.0176069	0.00889404	0.0312493	0.0207493	0.000376715	0.0657723	0.042695	0.00175545	0.067957	0.0133703	0.122252	0.0461648	0.0309969	0.038563	0.0201868	0.0671569	0.00792664	0.0512366	0.0239109	0.0366947	0.0229775	0.0360007	0.940116	1.03593	0.6753051	1.324695	0.15157	0.398459	0.750459	1.33252	2.50967	6.5976	1.364218	1.961625	0.5445051	0.0191171	0.0222989	0.0112641	0.0395766	0.0262787	0.000477103	0.0832994	0.0540724	0.00222325	0.0860663	0.0169333	0.15483	0.058467	0.039257	0.0488393	0.0255662	0.085053	0.010039	0.0648902	0.0302827	0.0464732	0.0291006	0.0455943	0.662347	0.337653	0.7895886
3528	-40.13897	-56.5978	16.45883	0.0643268	0.0297495	0.0157896	0.0188594	0.12042	0.0537131	0.0535921	0.005366	0.0171174	0.358636	0.0200792	0.103317	0.0375073	0.0223595	0.0126571	0.0155084	0.0502688	0.0161748	0.00393194	0.0625215	0.0434534	0.0106344	0.0211357	0.722556	1.16647	0.1218274	1.878173	0.0765192	0.285504	0.676334	1.47856	3.50258	13.0686	1.858441	15.41667	0.3716637	0.0555922	0.02571	0.0136456	0.0162986	0.104069	0.0464196	0.0463151	0.00463737	0.0147931	0.309939	0.0173528	0.0892884	0.0324143	0.0193234	0.0109384	0.0134026	0.0434431	0.0139785	0.00339804	0.054032	0.0375531	0.00919044	0.0182658	0.939086	0.0609137	1.15712
3564	-34.17195	-50.83389	16.66194	0.0628926	0.0773652	0.0323596	0.00419378	0.0165993	0.00829744	0.0482408	0.0192248	0.0117583	0.0643067	0.0526933	0.0436102	0.10806	0.00368279	0.000450191	0.0396207	0.000822448	0.0242043	0.0629237	0.0940653	0.0134668	0.0070914	0.0670234	1.55968	0.664194	0.1479608	1.852039	0.227397	0.485627	0.798238	1.25276	2.05919	4.39759	1.070906	12.5171	1.408936	0.0728807	0.0896517	0.0374987	0.0048598	0.0192355	0.00961517	0.055902	0.0222779	0.0136256	0.0745193	0.0610616	0.0505361	0.125221	0.00426767	0.000521686	0.0459129	0.000953063	0.0280482	0.0729167	0.109004	0.0156054	0.0082176	0.0776675	0.92602	0.0739804	0.8629528
3600	-38.08614	-53.16643	15.08028	0.159968	0.350398	0.0269245	0.141551	0.206371	0.109297	0.0642375	0.0656857	0.0445848	0.152553	0.051497	0.706823	0.0675541	0.0614699	0.086882	0.126103	0.054678	0.0674516	0.0547361	0.0639672	0.26919	0.0797812	0.0184055	2.08443	0.349343	0.655782	1.344218	0.252106	0.510682	0.810865	1.23325	1.95817	3.96659	0.9963212	2.049794	3.580031	0.0527927	0.115639	0.00888565	0.0467147	0.0681068	0.0360703	0.0211998	0.0216777	0.0147139	0.0503459	0.0169951	0.233266	0.0222943	0.0202864	0.0286729	0.0416168	0.0180449	0.0222604	0.0180641	0.0211105	0.0888383	0.0263295	0.0060742	0.672109	0.327891	3.030108
3636	-29.79545	-48.26178	18.46632	0.0313744	0.0197888	0.0048142	0.0279991	0.0124254	0.000134302	0.0450039	0.00970822	0.0040346	0.0505855	0.0085166	0.0417303	0.0459939	0.0391967	0.0353685	0.00232368	0.00516712	0.0081971	0.0136746	0.0112731	0.0254244	0.0269729	0.00137902	1.70059	0.579644	0.5701698	1.42983	0.126083	0.36424	0.729728	1.37037	2.74544	7.93127	1.497341	2.507727	1.760313	0.0666001	0.0420068	0.0102194	0.0594351	0.026376	0.00028509	0.0955322	0.0206081	0.00856446	0.107381	0.0180786	0.0885832	0.0976336	0.0832048	0.0750785	0.0049326	0.0109685	0.0174004	0.0290278	0.0239301	0.0539698	0.0572569	0.00292733	0.714915	0.285085	0.4710865
3672	-36.66683	-51.95637	15.28953	0.061851	0.0112599	0.0143511	0.0166336	0.000219493	0.0456703	0.00357371	0.0153135	0.00747955	0.0273613	0.0169461	0.0658294	0.0145548	0.0227932	0.0116518	0.010774	0.0112784	0.0210093	0.0238396	0.0442871	0.0207863	0.0306633	0.00530223	2.10335	0.337992	0.3007121	1.699288	0.0250717	0.165683	0.570728	1.75215	6.03563	39.8857	2.665244	5.650879	3.733845	0.122859	0.0223663	0.0285068	0.0330406	0.000435996	0.0907184	0.00709874	0.0304184	0.0148572	0.0543498	0.0336614	0.130762	0.0289113	0.0452758	0.0231448	0.0214013	0.0224031	0.0417325	0.0473545	0.087971	0.0412895	0.0609089	0.0105322	0.849644	0.150356	0.5034291
3708	-34.05187	-53.33911	19.28724	0.00612867	0.114897	0.0211476	0.0329542	0.0188951	0.0845387	0.10757	0.0429377	0.0246367	0.135528	0.0322326	0.0438177	0.213272	0.0358867	0.105717	0.0592139	0.0286349	0.0591776	0.010275	0.0137511	0.0516325	0.0162088	0.102552	1.03948	0.976312	0.3195888	1.680411	0.991483	0.995837	0.998699	1.0013	1.00418	1.00859	0.006184678	5.258043	0.63882	0.00450106	0.0843832	0.0155314	0.0242024	0.0138771	0.0620875	0.0790025	0.0315346	0.0180939	0.0995357	0.0236725	0.0321809	0.156633	0.0263562	0.0776417	0.0434882	0.0210303	0.0434616	0.00754622	0.0100992	0.0379203	0.0119042	0.0753167	0.840206	0.159794	1.361606
3744	-35.6697	-52.0251	16.3554	0.298511	0.067916	0.00544875	0.1183	0.280616	0.0761125	0.0575936	0.00292821	0.0574838	0.213613	0.0766977	0.178208	0.0592117	0.0461877	0.115836	0.0661013	0.319664	0.100952	0.220832	0.0684009	0.0158099	0.0876719	0.178206	1.51568	0.690595	0.383227	1.616773	0.484787	0.702494	0.895685	1.11646	1.4235	2.06276	0.5235343	4.218839	1.316843	0.110058	0.02504	0.0020089	0.043616	0.103461	0.0280619	0.0212342	0.0010796	0.0211937	0.0787569	0.0282777	0.0657037	0.0218308	0.017029	0.0427077	0.0243709	0.117857	0.0372202	0.0814187	0.0252188	0.00582895	0.0323238	0.0657028	0.808386	0.191614	2.712302
3780	-36.11638	-52.20075	16.08436	0.0441406	0.075334	0.0744461	0.0291161	0.0912571	0.00280254	0.00712272	0.0226467	0.0224959	0.058543	0.0633861	0.0360873	0.0500464	0.00147263	0.053375	0.0181263	0.00390202	0.050941	0.00664957	0.00721345	0.00412929	0.0246585	0.0592879	2.16953	0.29828	0.309026	1.690974	0.113933	0.346677	0.718563	1.39167	2.88453	8.7771	1.570611	5.471947	4.364093	0.0546849	0.0933299	0.0922299	0.0360714	0.113057	0.00347202	0.0088242	0.0280566	0.0278697	0.0725278	0.0785278	0.0447078	0.0620016	0.00182442	0.0661252	0.0224563	0.00483413	0.0631099	0.00823803	0.0089366	0.00511569	0.0305489	0.0734506	0.845487	0.154513	0.8071801
3816	-43.93842	-64.22036	20.28194	0.0142944	0.0149239	0.0360597	0.0116911	0.0219904	0.0229863	0.00388637	0.00737509	0.0510678	0.00192389	0.0109707	0.0140217	0.0145464	0.00528335	0.0107313	0.00508536	0.00878492	0.00738741	0.00253527	0.0319309	0.0070375	0.00924785	0.000172304	0.34677	1.39194	1.073052	0.9269482	0.0204259	0.149924	0.553206	1.80765	6.67005	48.9575	2.813427	0.8638429	0.1494763	0.0455331	0.0475383	0.114864	0.0372406	0.0700478	0.0732203	0.0123796	0.0234925	0.162671	0.00612834	0.034946	0.0446645	0.0463357	0.0168295	0.0341834	0.0161988	0.0279833	0.0235317	0.00807582	0.101712	0.0224172	0.029458	0.000548856	0.463474	0.536526	0.3139339
3852	-36.95243	-54.72293	17.7705	0.0156818	0.00173598	0.00627872	0.0462423	0.0363192	0.00867685	0.0044016	0.00636057	0.0043637	0.0717911	0.00289404	0.0961598	0.0336407	0.0503527	0.0540575	0.0255185	0.0162882	0.0975151	0.00947496	0.0212676	0.0830627	0.0249258	0.0440212	2.08101	0.351394	0.8574203	1.14258	0.0667523	0.267109	0.662426	1.5096	3.74378	14.9808	1.957179	1.332578	3.55329	0.0206061	0.0022811	0.00825029	0.0607627	0.0477236	0.0114014	0.00578373	0.00835784	0.00573393	0.094334	0.00380278	0.126355	0.0442041	0.0661638	0.071032	0.0335315	0.0214028	0.128136	0.0124502	0.0279458	0.109145	0.0327527	0.0578442	0.57129	0.42871	0.7610307
3888	-35.11271	-50.70742	15.59471	0.0726609	0.0145783	0.0266849	0.0541503	0.0810127	0.0640975	0.00170473	0.0157428	0.0191304	0.181669	0.0217627	0.0128591	0.171611	0.0718664	0.0562028	0.0273649	0.0298739	0.0418127	0.0166185	0.0534773	0.122221	0.0180596	0.0521331	2.06217	0.362697	0.2159894	1.784011	0.152336	0.399439	0.751035	1.3315	2.50351	6.56444	1.360575	8.259714	3.411394	0.0592041	0.0118784	0.0217428	0.0441217	0.0660092	0.0522266	0.00138901	0.0128272	0.0155875	0.148024	0.0177322	0.0104776	0.139829	0.0585567	0.045794	0.0222969	0.0243413	0.034069	0.0135408	0.0435733	0.0995861	0.0147149	0.042478	0.892005	0.107995	1.227295
3924	-38.44547	-54.70077	16.2553	0.0184093	0.000254587	0.0321446	0.00806736	0.144044	0.0582606	0.0269342	0.0824766	0.014879	0.00394041	0.000585129	0.15589	0.230435	0.00668068	0.0382993	0.0707682	0.0567407	0.0163839	0.102703	0.010939	0.0518378	0.0269613	0.0102945	1.15408	0.907551	0.1128784	1.887122	0.164186	0.414302	0.759644	1.31641	2.4137	6.09065	1.306409	16.71818	0.762987	0.0157624	0.000217981	0.0275227	0.0069074	0.123333	0.0498837	0.0230615	0.0706178	0.0127396	0.00337384	0.000500997	0.133475	0.197302	0.00572011	0.0327925	0.0605929	0.0485823	0.0140282	0.087936	0.00936615	0.0443843	0.0230847	0.0088143	0.943561	0.0564392	1.16793
3960	-43.09349	-57.50223	14.40874	0.00656997	0.00442641	0.022296	0.00392941	0.00426448	0.0120357	0.00616337	0.00872371	0.00223282	0.00961977	0.00267396	0.0178604	0.00983369	0.00801179	0.00537028	0.0117589	0.00241572	0.0109936	0.00195838	0.00417298	0.060239	0.00959528	0.0193499	2.23421	0.259476	0.3883136	1.611686	0.0100381	0.106023	0.496527	2.01399	9.43191	99.6204	3.327105	4.150476	5.166274	0.0268715	0.0181043	0.0911917	0.0160715	0.017442	0.0492268	0.0252085	0.0356804	0.00913236	0.0393454	0.0109366	0.07305	0.0402203	0.0327686	0.0219647	0.0480947	0.00988043	0.0449646	0.00800989	0.0170677	0.246381	0.0392452	0.0791419	0.805843	0.194157	0.2444955
3996	-33.05015	-51.83308	18.78293	0.0889876	0.00503732	0.0873497	0.0222079	0.047974	0.0341773	0.0146829	0.0568176	0.0101346	0.0847881	0.0136943	0.0538651	0.0250904	0.107854	0.0854063	0.227029	0.0107893	0.0696832	0.00299743	0.0168571	0.0699965	0.198495	0.0371177	1.51915	0.688511	0.6332079	1.366792	0.270347	0.528381	0.819529	1.22021	1.89257	3.69894	0.9458084	2.158521	1.323855	0.0649056	0.00367411	0.0637109	0.0161979	0.0349911	0.0249282	0.0107094	0.0414415	0.00739195	0.0618425	0.00998828	0.039288	0.0183004	0.0786661	0.0622935	0.16559	0.00786945	0.0508254	0.00218626	0.0122952	0.0510539	0.144778	0.0270728	0.683396	0.316604	1.371032
4032	-36.6905	-55.19826	18.50776	0.0252866	0.044849	0.0136849	0.00659829	0.0627806	0.028311	0.063833	0.0029856	0.0123901	0.0699719	0.0133194	0.0277019	0.0872104	0.0256717	0.0807264	0.021382	0.0270821	0.0574897	0.0135179	0.0299282	0.0618241	0.0670693	0.0049652	1.04826	0.971045	0.2767199	1.72328	0.223456	0.481504	0.796117	1.2561	2.07683	4.47515	1.083547	6.227525	0.6477089	0.0297988	0.0528518	0.0161269	0.00777569	0.0739832	0.0333629	0.0752234	0.00351835	0.014601	0.0824577	0.0156961	0.032645	0.102772	0.0302526	0.0951312	0.0251974	0.0319147	0.0677481	0.0159301	0.0352686	0.072856	0.0790371	0.00585119	0.86164	0.13836	0.8485792
4068	-32.7019	-51.96769	19.26579	0.0994725	0.036034	0.00132503	0.0524946	0.0406755	0.00107847	0.110081	0.00353816	0.0313165	0.062864	0.0256223	0.0946337	0.0881266	0.0533122	0.0260006	0.0401664	0.00720183	0.0730968	0.00787511	0.0269497	0.0928475	0.010484	0.000164668	1.07993	0.952043	0.2579232	1.742077	0.949062	0.974825	0.992077	1.00799	1.02583	1.05367	0.03780303	6.754247	0.6805957	0.10095	0.0365694	0.00134471	0.0532744	0.0412798	0.0010945	0.111716	0.00359072	0.0317817	0.0637979	0.0260029	0.0960396	0.0894358	0.0541043	0.0263869	0.0407631	0.00730882	0.0741827	0.00799211	0.0273501	0.0942269	0.0106398	0.000167115	0.871038	0.128962	0.9853611
4104	-28.03126	-51.69207	23.66082	0.0543083	0.101129	0.0623036	0.0860692	0.039237	0.000682066	0.00316746	0.0354347	0.0031693	0.102565	0.102366	0.117821	0.018213	0.137949	0.0567014	0.100634	0.0380483	0.000398799	0.0523016	0.00740332	0.085579	0.0354966	0.087278	0.120674	1.5276	1.785361	0.2146391	0.379786	0.623649	0.863028	1.15871	1.60347	2.63306	0.7000372	0.1202217	0.04739756	0.0408869	0.0761368	0.0469064	0.0647986	0.0295402	0.000513505	0.00238468	0.0266776	0.00238606	0.0772176	0.0770681	0.0887038	0.0137119	0.103857	0.0426886	0.0757638	0.0286453	0.000300243	0.0393761	0.00557372	0.0644296	0.0267242	0.0657087	0.10732	0.89268	1.328256
4140	-38.01171	-56.59431	18.5826	0.00419409	0.0275636	0.123362	0.0554736	0.127561	0.00561252	0.0239453	0.189097	4.04121e-05	0.218328	0.118089	0.138906	0.0229106	0.165552	0.0116402	0.0564956	0.00779687	0.0296994	0.0432676	0.0143042	0.156253	0.0427635	0.0256992	0.982396	1.01056	0.3640703	1.63593	0.38906	0.63103	0.866202	1.15446	1.58471	2.5703	0.6825922	4.493444	0.5832768	0.00260737	0.0171356	0.0766913	0.0344866	0.0793014	0.00348917	0.0148862	0.117557	2.51232e-05	0.135729	0.0734134	0.0863545	0.014243	0.10292	0.00723642	0.0351219	0.00484713	0.0184634	0.0268985	0.00889259	0.0971389	0.026585	0.0159766	0.817965	0.182035	1.608555
4176	-29.49495	-53.47957	23.98463	0.0554105	0.0305132	0.0222064	0.0271016	0.0150274	0.0133366	0.0706165	0.0423843	0.000254074	0.241349	0.0686937	0.192014	0.0306409	0.0248069	0.0476297	0.0511571	0.0407306	0.0239485	0.00291568	0.0142388	0.0467892	0.00912527	0.0630403	0.162221	1.50267	1.769128	0.230872	0.514277	0.72302	0.903769	1.10648	1.38309	1.94448	0.480836	0.1305004	0.06477337	0.0488659	0.0269093	0.0195836	0.0239006	0.0132524	0.0117614	0.0622759	0.0373782	0.000224065	0.212843	0.0605802	0.169335	0.0270219	0.0218769	0.0420041	0.0451148	0.0359198	0.0211199	0.00257131	0.012557	0.0412628	0.00804747	0.0555945	0.115436	0.884564	1.13393
4212	-41.43862	-59.03926	17.60064	0.167474	0.0844551	0.073552	0.0155898	0.0103106	0.0288289	0.0403053	0.0838133	0.1842	0.0534731	0.0582498	0.0102775	0.295707	0.033629	0.190376	0.00830085	0.0336668	0.0674204	0.107891	0.0221837	0.0447183	0.0551804	0.131444	0.872981	1.07621	0.3005864	1.699414	0.184372	0.438407	0.773165	1.29338	2.28099	5.42383	1.222567	5.65366	0.4866971	0.092987	0.0468923	0.0408385	0.008656	0.00572479	0.0160068	0.0223788	0.046536	0.102274	0.0296901	0.0323422	0.00570642	0.164186	0.018672	0.105703	0.00460891	0.0186929	0.0374341	0.0599045	0.0123171	0.0248291	0.030638	0.0729819	0.849707	0.150293	1.801045
4248	-36.58161	-51.18529	14.60368	0.0779593	0.0746052	0.015314	0.0889323	0.0933287	0.176934	0.0248913	0.0583741	0.0120585	0.026293	0.083071	0.107974	0.0613841	0.00617744	0.102957	0.0161843	0.0624872	0.0474186	0.121066	0.019208	0.0572262	0.0784096	0.0521478	2.31396	0.211623	0.1821574	1.817843	0.307574	0.562694	0.835775	1.19649	1.77717	3.25125	0.8525261	9.979517	6.560601	0.0532362	0.0509459	0.0104575	0.0607294	0.0637316	0.120823	0.0169976	0.039862	0.00823442	0.0179548	0.0567269	0.0737324	0.0419175	0.00421841	0.0703067	0.0110518	0.0426708	0.0323809	0.0826728	0.0131166	0.0390782	0.0535438	0.0356103	0.908921	0.0910787	1.464402
4284	-33.69502	-52.20913	18.51411	0.108644	0.0166697	0.0452967	0.171368	0.181904	0.0787479	0.095878	0.0306855	0.0427064	0.142288	0.0153948	0.380759	0.157762	0.0383843	0.110279	0.0177777	0.0392451	0.0997137	0.114518	0.226504	0.190916	0.286526	0.00291332	1.49262	0.704429	0.9471353	1.052865	0.7751	0.88316	0.961978	1.03952	1.1323	1.29016	0.1842112	1.111631	1.271342	0.0418686	0.00642408	0.0174562	0.0660407	0.0701011	0.0303474	0.0369489	0.0118254	0.0164579	0.0548341	0.00593275	0.146735	0.0607973	0.0147923	0.0424988	0.00685107	0.015124	0.0384271	0.0441322	0.0872889	0.0735742	0.11042	0.00112272	0.526432	0.473568	2.594882
4320	-33.38029	-50.85418	17.47389	0.0262342	0.0527536	0.000284832	0.0723929	0.00784483	0.00243062	0.0215412	0.00862351	0.00218423	0.0652487	0.00607579	0.0688466	0.0915572	0.0177724	0.0477729	0.00640528	0.00968922	0.00681206	0.0795734	0.130044	0.00317279	0.0023787	0.013516	2.19892	0.280651	0.7839042	1.216096	0.0924683	0.313121	0.6961	1.43658	3.19365	10.8145	1.721547	1.551332	4.70104	0.0353011	0.070986	0.000383274	0.0974129	0.0105561	0.00327068	0.0289861	0.0116039	0.00293914	0.0877996	0.00817566	0.0926409	0.123201	0.0239147	0.0642839	0.00861903	0.0130379	0.0091664	0.107075	0.17499	0.00426936	0.00320081	0.0181873	0.608048	0.391952	0.743155
4356	-36.23385	-59.88499	23.65113	0.00463145	0.00908455	0.00356457	0.0671345	0.0128504	0.0129516	0.00813515	0.0207369	0.00942465	0.0182699	0.0188272	0.0795482	0.00503288	0.0707238	0.0606329	0.000554351	0.0895679	0.0287086	0.0232702	0.0891519	0.00886569	0.0137572	0.0848132	0.274261	1.43544	1.636828	0.3631718	0.402258	0.641381	0.87061	1.14862	1.55914	2.48597	0.6584711	0.2218753	0.114638	0.00625671	0.0122725	0.00481544	0.0906932	0.0173598	0.0174966	0.0109899	0.0280138	0.0127319	0.0246811	0.0254339	0.107463	0.00679901	0.095542	0.08191	0.000748882	0.120999	0.0387829	0.0314361	0.120437	0.0119768	0.0185848	0.114576	0.181586	0.818414	0.7402374
4392	-36.67099	-56.1563	19.48531	0.0100733	0.00416785	0.0186592	0.0216187	0.00934867	0.00173788	0.00540265	0.0876109	0.00172725	0.0270102	0.0472389	0.0753589	0.00752415	0.00975154	0.0411927	4.66645e-05	0.0188385	0.0146945	0.0657332	0.00712163	0.000106558	0.0321426	0.0988779	1.68986	0.586085	1.117941	0.8820588	0.0907418	0.310256	0.694106	1.4407	3.22315	11.0203	1.735175	0.7890029	1.729978	0.0166231	0.00687781	0.0307916	0.0356753	0.0154273	0.00286786	0.00891549	0.144576	0.00285032	0.0445725	0.077954	0.124358	0.0124164	0.0160921	0.0679765	7.70062e-05	0.0310875	0.0242489	0.108473	0.0117522	0.000175844	0.053042	0.163169	0.441029	0.558971	0.6059844
4428	-39.7077	-54.96474	15.25704	0.00427934	0.0221775	0.0510474	0.0191804	0.189416	0.000937872	0.0423219	0.0171459	0.0261973	0.0907227	0.149595	0.109302	0.117357	0.0915086	0.0632708	0.00105639	0.0290719	0.0700624	0.193516	0.0683674	0.000230594	0.0174468	0.105192	1.83722	0.49767	0.1825547	1.817445	0.104626	0.332565	0.709307	1.40983	3.00693	9.55781	1.632226	9.955622	2.214985	0.00289261	0.0149909	0.0345054	0.012965	0.128036	0.000633953	0.0286074	0.0115898	0.017708	0.0613239	0.101118	0.0738824	0.0793274	0.0618551	0.0427678	0.000714063	0.0196511	0.0473586	0.130807	0.0462129	0.00015587	0.0117931	0.0711045	0.908723	0.0912773	1.479403
