Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	stationaryDist[1]	stationaryDist[2]	tree_length
3168	-34.98424	-51.64797	16.66374	0.141297	0.0419847	0.0245248	0.0144568	0.104856	0.0840839	0.218867	0.0351913	0.0529012	0.200626	0.0534697	0.139452	0.183561	0.118716	0.282026	0.312583	0.0224945	0.0435128	0.100429	0.0268137	0.0322465	0.168582	0.119734	1.98609	0.408348	0.5660049	1.433995	0.704059	0.842711	0.94801	1.05484	1.18665	1.42033	0.2537195	2.533538	2.91823	0.0560167	0.0166447	0.00972276	0.00573136	0.0415696	0.0333348	0.0867692	0.0139515	0.0209725	0.0795374	0.0211979	0.0552852	0.0727723	0.0470644	0.111808	0.123923	0.00891786	0.0172505	0.0398146	0.0106302	0.012784	0.0668337	0.0474682	0.716998	0.283002	2.522408
3204	-37.30337	-57.57458	20.27121	0.102007	0.00626155	0.00147577	8.17068e-05	0.0479753	0.0154235	0.000547126	0.0176966	0.00871152	0.0334076	0.0706918	0.0877558	0.0740041	0.000114341	0.00975086	0.0305013	0.0113469	0.00820779	0.00989386	0.0176053	0.00220616	0.0506006	0.050576	0.456166	1.3263	0.5843436	1.415656	0.114358	0.347307	0.718971	1.39088	2.8793	8.74448	1.567919	2.422644	0.2063634	0.155299	0.0095328	0.00224676	0.000124393	0.0730392	0.0234813	0.000832963	0.026942	0.0132627	0.050861	0.107624	0.133602	0.112666	0.000174076	0.0148451	0.0464362	0.0172749	0.0124958	0.0150628	0.0268029	0.00335873	0.0770361	0.0769986	0.707828	0.292172	0.6568426
3240	-37.24917	-54.33559	17.08642	0.0391389	0.00599291	0.0821488	0.0206176	0.0459441	0.0158159	0.0330114	0.0293184	0.00801713	0.0604652	0.0773261	0.0213333	0.0520435	0.160482	0.00595573	0.0195934	0.0676246	0.00204852	0.159725	0.0233531	0.0242629	0.0221013	0.00122033	1.09441	0.943355	0.1180294	1.881971	0.311626	0.566296	0.837441	1.19411	1.76586	3.20898	0.843064	15.94493	0.6960737	0.0400381	0.0061306	0.0840362	0.0210913	0.0469997	0.0161793	0.0337699	0.029992	0.00820133	0.0618544	0.0791027	0.0218235	0.0532393	0.16417	0.00609257	0.0200435	0.0691783	0.00209559	0.163395	0.0238896	0.0248203	0.0226091	0.00124836	0.940985	0.0590147	0.9775406
3276	-42.84955	-56.26011	13.41056	0.0719828	0.0875759	0.0138987	0.042494	0.0449232	0.0567368	0.0777744	0.0505742	0.000275594	0.232551	0.0718049	0.0075685	0.117502	0.146753	0.0302759	0.123212	0.0308326	0.0703418	0.0297494	0.0273556	0.0629274	0.0541188	0.00697987	2.43023	0.141863	0.2884722	1.711528	0.0508629	0.233942	0.635585	1.57335	4.27456	19.6607	2.153748	5.933076	10.27849	0.0493639	0.0600572	0.00953137	0.0291412	0.0308071	0.0389085	0.0533356	0.0346824	0.000188995	0.159477	0.0492419	0.00519027	0.0805799	0.100639	0.0207624	0.0844953	0.0211441	0.0482385	0.0204013	0.0187597	0.0431539	0.0371132	0.0047866	0.855764	0.144236	1.458209
3312	-39.70755	-54.54363	14.83607	0.192709	0.0244972	0.0679441	0.00261511	0.405065	0.0370113	0.0275246	0.127282	0.0169752	0.404634	0.081013	0.0741318	0.13269	0.39213	0.218329	0.00822914	0.126812	0.0719852	0.24058	0.186955	0.103071	0.072495	0.323384	0.911247	1.05325	0.1793901	1.82061	0.43885	0.669201	0.88222	1.1335	1.49432	2.27868	0.5955184	10.14889	0.5191049	0.0577309	0.00733874	0.0203544	0.000783421	0.121347	0.0110877	0.00824567	0.0381305	0.00508536	0.121218	0.0242695	0.022208	0.0397506	0.117472	0.0654059	0.00246524	0.0379896	0.021565	0.0720718	0.0560072	0.0308774	0.0217177	0.0968777	0.910305	0.089695	3.338063
3348	-39.08914	-55.52229	16.43316	0.102621	0.0975421	0.024235	0.00560649	0.000917567	0.0577918	0.0601775	0.141288	0.0318005	0.113544	0.00817905	0.0509705	0.0204281	0.0353214	0.0240372	0.0288939	0.00491906	0.0315792	0.089943	0.0202427	0.00439464	0.221718	0.0972808	2.09359	0.343848	0.5063255	1.493675	0.0810097	0.293556	0.682228	1.46579	3.40651	12.3442	1.817207	2.950028	3.65322	0.080586	0.0765979	0.0190313	0.00440266	0.000720547	0.0453827	0.0472562	0.11095	0.0249723	0.0891642	0.00642284	0.0400261	0.0160418	0.0277372	0.018876	0.0226898	0.00386284	0.0247985	0.0706304	0.0158962	0.00345102	0.174111	0.0763927	0.746837	0.253163	1.273431
3384	-44.32606	-61.28692	16.96086	0.01073	0.137688	0.0229213	0.00328716	0.0254377	0.0133944	0.0650413	0.0308661	0.041833	0.0182301	0.00105707	0.0237076	0.0123243	0.00875568	0.0209004	0.00525914	0.0385467	0.00756673	0.0610318	0.00503818	0.0154381	0.0233234	0.066387	2.1251	0.324941	0.4531685	1.546832	0.113019	0.345318	0.717683	1.39337	2.89588	8.84809	1.576436	3.41337	3.923969	0.0162881	0.209009	0.0347943	0.00498988	0.0386143	0.0203326	0.0987323	0.0468545	0.0635022	0.0276731	0.00160462	0.0359879	0.0187081	0.0132911	0.0317266	0.00798334	0.0585136	0.0114863	0.0926459	0.00764793	0.0234349	0.0354048	0.100775	0.773416	0.226584	0.6587645
3420	-41.14588	-57.0548	15.90893	0.0104892	0.0222339	0.0429217	0.000635244	0.0426537	0.00755453	0.0557486	0.0264781	0.0291597	0.048478	0.011927	0.0263588	0.0215238	0.101395	0.0220531	0.0049647	0.00354472	0.0123353	0.00386393	0.0124873	0.0287302	0.019746	0.0279889	2.36623	0.180264	0.5997978	1.400202	0.0517931	0.236019	0.63734	1.56902	4.23695	19.3076	2.140644	2.334457	7.875848	0.0179834	0.0381192	0.0735879	0.00108911	0.0731284	0.012952	0.0955792	0.0453958	0.0499933	0.083114	0.0204484	0.0451913	0.0369018	0.173839	0.0378093	0.00851181	0.00607731	0.0211484	0.00662458	0.0214091	0.049257	0.0338539	0.0479861	0.700101	0.299899	0.5832716
3456	-48.00213	-50.97607	2.973936	0.0131317	0.0212734	0.0768015	0.00480666	0.0229273	0.00399302	0.0107925	0.00960655	0.0106949	0.0407168	0.0641911	0.0262667	0.440546	0.0647441	0.434746	0.116076	0.00631096	0.00557493	0.027044	0.0543492	0.0185431	0.0121472	0.095342	2.62493	0.0250426	0.0133611	1.986639	0.0120136	0.115732	0.510287	1.95968	8.64069	83.239	3.197205	148.6882	62.89119	0.00830788	0.0134588	0.0485893	0.00304099	0.0145052	0.00252623	0.00682799	0.00607769	0.00676627	0.0257599	0.0406112	0.0166179	0.278716	0.0409611	0.275047	0.0734367	0.0039927	0.00352704	0.0171097	0.0343846	0.0117315	0.00768508	0.0603191	0.993319	0.00668055	1.580625
3492	-41.3885	-56.83756	15.44907	0.0569706	0.0393212	0.0156844	0.00753706	0.00494383	0.0141833	0.00335293	0.00613657	0.0148665	0.0283494	0.00238194	0.0369097	0.0207184	0.00515877	0.0491761	0.0167531	0.00836297	0.0560057	0.0608539	0.00384291	0.048301	0.022867	0.00491662	0.558265	1.26504	0.0234096	1.97659	0.609704	0.785601	0.927481	1.07819	1.27291	1.64014	0.3577609	84.43502	0.2647809	0.107982	0.0745292	0.0297282	0.0142857	0.00937052	0.0268829	0.00635513	0.0116312	0.028178	0.0537334	0.00451472	0.0699585	0.0392697	0.00977792	0.0932083	0.0317537	0.0158512	0.106153	0.115342	0.00728385	0.0915495	0.043342	0.00931895	0.988295	0.0117048	0.5275939
3528	-34.35651	-52.47909	18.12258	0.0158682	0.00784963	0.0201264	0.00398479	0.0129867	0.0123767	0.00727365	0.000147557	0.00145683	0.0332164	0.0135287	0.0357844	0.0341722	0.00825948	0.0173207	0.00597229	0.0613372	0.00427093	0.00569025	0.0271106	0.0153283	0.0172483	0.0165839	1.02645	0.984133	0.2598783	1.740122	0.121293	0.357425	0.72544	1.37847	2.79779	8.2445	1.525347	6.695909	0.625797	0.0419911	0.020772	0.0532593	0.0105447	0.0343661	0.0327517	0.0192478	0.000390471	0.00385513	0.0878988	0.0358002	0.0946943	0.0904281	0.0218566	0.0458348	0.0158041	0.162313	0.0113019	0.0150578	0.0717414	0.0405625	0.0456433	0.0438849	0.870061	0.129939	0.3778942
3564	-45.44365	-55.12799	9.684348	0.278365	0.0393469	0.204482	0.421376	0.007351	0.0650396	0.0646566	0.00461716	0.0187053	0.50084	0.0856229	0.264667	0.491735	0.163314	0.497302	0.163411	0.244157	0.0649132	0.193553	0.0402847	0.048037	0.11217	0.0751125	2.40359	0.157846	0.4409576	1.559042	0.0267355	0.170957	0.576335	1.7351	5.84943	37.4035	2.618785	3.535584	9.136482	0.068748	0.00971754	0.0505011	0.104068	0.00181548	0.0160629	0.0159683	0.0011403	0.00461967	0.123693	0.0211464	0.0653651	0.121444	0.0403339	0.122819	0.0403578	0.0602997	0.0160317	0.0478021	0.00994915	0.0118637	0.0277027	0.0185506	0.779521	0.220479	4.04906
3600	-37.7153	-54.98111	17.26582	0.0693061	0.0251024	0.0577825	0.012469	0.0162416	0.0364258	0.0197635	0.000672623	0.0302082	0.0648394	0.0100302	0.142263	0.0730871	0.0138329	0.0433618	0.0947009	0.12328	0.00436568	0.0449067	0.00173634	0.0258256	0.00374589	0.0377587	1.69896	0.580622	0.2563597	1.74364	0.221075	0.478994	0.79482	1.25815	2.08771	4.52335	1.091293	6.801537	1.755666	0.072823	0.0263762	0.0607147	0.0131017	0.0170658	0.0382742	0.0207664	0.000706755	0.0317411	0.0681296	0.0105392	0.149482	0.0767959	0.0145348	0.0455621	0.0995065	0.129536	0.00458722	0.0471854	0.00182445	0.0271361	0.00393597	0.0396748	0.87182	0.12818	0.9517061
3636	-41.31675	-59.96446	18.64771	0.0400095	0.00925242	0.00446836	0.00121675	0.0131949	0.00863767	0.0129012	0.00651546	0.0200774	0.0600521	0.0399083	0.0217726	0.0612315	0.0391356	0.026615	0.0597875	0.0143158	0.0201539	0.00480154	0.0087001	0.0351914	0.0240507	0.0133223	1.00719	0.995683	0.3294403	1.67056	0.132859	0.373659	0.735564	1.3595	2.67624	7.52677	1.45949	5.070903	0.6069369	0.0733699	0.0169672	0.00819414	0.00223129	0.024197	0.0158399	0.0236583	0.0119481	0.0368181	0.110124	0.0731844	0.0399268	0.112287	0.0717674	0.048807	0.109639	0.0262524	0.0369585	0.00880513	0.0159544	0.0645345	0.0441045	0.0244307	0.83528	0.16472	0.5453119
3672	-33.53793	-51.46815	17.93022	0.125643	0.0126382	0.00988686	0.0199868	0.0370621	0.0392574	0.0048277	0.0226343	0.0020074	0.048332	0.0622429	0.0846989	0.0798845	0.0451858	0.00851708	0.0482891	0.0513704	0.0514704	0.0385564	0.166032	0.104877	0.159656	0.0250989	1.57888	0.652672	0.359766	1.640234	0.292278	0.548867	0.829313	1.20582	1.82193	3.4214	0.8894112	4.559169	1.45146	0.100663	0.0101255	0.00792118	0.0160131	0.0296935	0.0314524	0.00386787	0.0181342	0.0016083	0.0387227	0.0498679	0.0678593	0.0640021	0.0362021	0.00682374	0.0386884	0.0411571	0.0412372	0.0308907	0.133022	0.0840254	0.127913	0.0201088	0.820117	0.179883	1.248154
3708	-38.58117	-56.71108	18.1299	0.0554705	0.0789346	0.0645312	0.0436405	0.119695	0.0190147	0.00174298	0.0185495	0.0413305	0.152037	0.0290414	0.0289049	0.112768	0.0198281	0.00752074	0.00956816	0.0683347	0.00160866	0.00576853	0.0630421	0.0089918	0.075485	0.0382898	1.8817	0.47098	0.3119886	1.688011	0.89701	0.948373	0.983599	1.01667	1.05444	1.11481	0.07858908	5.410491	2.397175	0.0521291	0.0741797	0.060644	0.0410117	0.112485	0.0178693	0.00163799	0.0174321	0.0388409	0.142878	0.027292	0.0271637	0.105976	0.0186337	0.00706771	0.0089918	0.0642184	0.00151175	0.00542105	0.0592446	0.00845015	0.0709379	0.0359833	0.844006	0.155994	1.064099
3744	-35.62787	-56.36689	20.73903	0.317939	0.0373067	0.000306328	0.0841048	0.132358	0.0786312	0.00730382	0.0941423	0.0267466	0.0716074	0.0379126	0.145034	0.122206	0.0554122	0.122279	0.0102478	0.142349	0.0124967	0.0855655	0.154264	0.0124821	0.0303067	0.0238483	1.18417	0.889495	1.514302	0.4856977	0.367069	0.613376	0.858568	1.16473	1.63032	2.72428	0.7246628	0.3207402	0.7987727	0.176158	0.0206703	0.000169725	0.0465994	0.0733345	0.0435667	0.00404678	0.0521608	0.0148193	0.0396751	0.021006	0.080358	0.0677098	0.0307018	0.0677501	0.00567792	0.0788701	0.00692394	0.0474087	0.0854718	0.00691586	0.0167918	0.0132135	0.242849	0.757151	1.804848
3780	-36.38821	-54.39595	18.00775	0.0445347	0.0746227	0.0260929	0.0325882	0.106115	0.00728455	0.0160181	0.0220341	0.00341228	0.00304956	0.00534368	0.0349879	0.0060421	0.0345615	0.00460647	0.0564037	0.0573602	0.0440995	0.0451191	0.0032421	0.0353573	0.0369943	0.0306294	0.874041	1.07558	0.2708105	1.72919	0.0746377	0.282058	0.673776	1.48417	3.54537	13.3981	1.876443	6.385239	0.4875757	0.0609648	0.102153	0.0357192	0.0446108	0.145263	0.00997201	0.0219277	0.030163	0.00467116	0.00417463	0.00731511	0.0478958	0.0082712	0.0473122	0.00630592	0.0772125	0.078522	0.060369	0.0617647	0.0044382	0.0484016	0.0506425	0.0419294	0.864595	0.135405	0.7304991
3816	-38.89415	-59.84889	20.95473	0.0621005	0.0145362	0.0127361	0.0937441	0.0641165	0.0168344	0.00508989	0.0435045	0.0183132	0.0555015	0.0320613	0.0472634	0.0739953	0.0257158	0.00981214	0.0143016	0.0657069	0.0269977	0.0255714	0.060356	0.0974745	0.0431658	0.0167111	0.670331	1.1978	0.508394	1.491606	0.838855	0.917872	0.973618	1.0271	1.08948	1.1921	0.1270559	2.933957	0.3357809	0.0670915	0.0157044	0.0137597	0.101278	0.0692695	0.0181874	0.00549896	0.0470009	0.019785	0.0599621	0.034638	0.0510619	0.0799422	0.0277826	0.0106007	0.015451	0.0709876	0.0291675	0.0276266	0.0652067	0.105308	0.046635	0.0180541	0.745803	0.254197	0.92561
3852	-40.40326	-59.40992	19.00666	0.017319	0.00039069	0.0010085	0.00613427	0.0462593	0.00557466	0.00211576	0.0246065	0.00635164	0.00818413	0.00599549	0.0151194	0.00821742	0.0115082	0.0419583	0.000922023	0.0121845	0.00670822	0.0193087	0.0322944	0.00851164	0.00874392	0.0105375	1.12952	0.922289	0.5847708	1.415229	0.0837493	0.298356	0.685689	1.45839	3.3517	11.9404	1.793159	2.420144	0.7348138	0.0577389	0.0013025	0.00336217	0.0204507	0.154221	0.0185851	0.0070536	0.0820341	0.0211754	0.0272846	0.019988	0.0504058	0.0273956	0.0383664	0.139882	0.00307388	0.0406212	0.0223642	0.0643721	0.107665	0.0283765	0.0291509	0.0351303	0.707615	0.292385	0.2999541
3888	-37.56763	-55.32788	17.76026	0.11584	0.00508043	0.00546295	0.0147701	0.0604882	0.0627031	0.0152146	0.0196303	0.00268453	0.0120119	0.0536767	0.0521814	0.154369	0.0187377	0.0237935	0.0535037	0.00240476	0.0418066	0.027172	0.0492241	0.0929815	0.0392637	0.169352	1.6368	0.617918	0.4838322	1.516168	0.10394	0.331499	0.708597	1.41124	3.0166	9.62096	1.636988	3.133664	1.58934	0.106047	0.00465091	0.00500108	0.0135214	0.0553742	0.0574019	0.0139283	0.0179707	0.00245757	0.0109964	0.0491387	0.0477697	0.141318	0.0171535	0.0217819	0.0489802	0.00220145	0.038272	0.0248747	0.0450624	0.0851204	0.0359441	0.155034	0.758084	0.241916	1.092353
3924	-37.8557	-52.67595	14.82025	0.0228295	0.00224301	0.000414128	0.000852237	0.00251894	0.0353445	0.00560172	0.0015939	0.0048182	0.0526677	0.00505888	0.0131162	0.0369939	0.0374639	0.0182412	0.00828333	0.0114079	0.0147956	0.00645654	0.00300502	0.0030321	0.00134744	0.0396605	1.66859	0.598849	0.1279704	1.87203	0.0286764	0.176901	0.582513	1.7167	5.65287	34.8718	2.568109	14.62862	1.671793	0.0696559	0.00684373	0.00126356	0.00260029	0.00768565	0.107841	0.0170916	0.0048632	0.014701	0.160697	0.0154354	0.0400194	0.112873	0.114308	0.0556565	0.0252736	0.034807	0.0451434	0.0196998	0.00916874	0.00925138	0.00411123	0.12101	0.936015	0.0639852	0.3277462
3960	-38.09605	-56.49173	18.39569	0.060335	0.0065298	0.00817859	0.00342185	0.0664312	0.0266805	0.0122729	0.0373092	0.0224956	0.0570947	0.00651684	0.0616995	0.0207136	0.0192311	0.00289638	0.0141711	0.00620152	0.0206376	0.0655202	0.00122229	0.0101986	0.000934808	0.101751	1.07558	0.95465	0.279405	1.720595	0.162943	0.412769	0.758766	1.31793	2.42266	6.13713	1.311906	6.158069	0.676006	0.0953997	0.0103247	0.0129317	0.00541052	0.105039	0.0421863	0.0194055	0.0589921	0.0355694	0.0902762	0.0103042	0.0975572	0.0327517	0.0304076	0.00457966	0.0224069	0.00980564	0.0326314	0.103598	0.00193264	0.0161257	0.00147809	0.160886	0.860298	0.139702	0.6324444
3996	-39.01162	-53.99871	14.9871	0.0447597	0.00556797	0.00194212	0.0594596	0.00407675	0.097233	0.0425386	0.0342311	0.0147099	0.0943231	0.00706331	0.0739686	0.113921	0.194023	0.145245	0.0907063	0.0534148	0.0129631	0.0330245	0.0368789	0.00878102	0.378256	0.0428126	2.1327	0.320381	0.2173438	1.782656	0.164876	0.415151	0.760129	1.31557	2.40876	6.06515	1.303374	8.202009	3.994057	0.0281525	0.00350209	0.00122154	0.0373983	0.00256416	0.0611567	0.0267555	0.0215304	0.00925209	0.0593265	0.00444261	0.046524	0.071653	0.122035	0.0913548	0.0570516	0.0335963	0.00815338	0.0207714	0.0231958	0.005523	0.237912	0.0269279	0.891328	0.108672	1.5899
4032	-38.3418	-59.00932	20.66752	0.175081	0.0747904	0.00682555	0.0130534	0.000559096	0.00552647	0.027986	0.0821508	0.0266085	0.145776	0.0873442	0.0868556	0.133267	0.0361727	0.0329333	0.0471342	0.0300844	0.0436602	0.0486891	0.0404562	0.0175687	0.161127	0.0531335	0.411063	1.35336	0.7407829	1.259217	0.264313	0.522595	0.816719	1.22441	1.91353	3.7834	0.9621317	1.699846	0.1822409	0.127167	0.0543226	0.00495761	0.00948107	0.000406089	0.00401405	0.0203271	0.0596687	0.0193266	0.105881	0.0634408	0.0630859	0.0967962	0.0262734	0.0239205	0.034235	0.0218513	0.0317118	0.0353644	0.0293846	0.0127607	0.117031	0.0385925	0.629609	0.370391	1.376783
4068	-42.42841	-58.43746	16.00905	0.157507	0.00289818	0.0127163	0.0485475	0.000463173	0.0205158	0.0128474	0.0989581	0.0062523	0.0718761	0.0226329	0.133529	0.20261	0.00978015	0.029343	0.131503	0.0113889	0.012429	0.0415502	0.0418624	0.00442041	0.024532	0.0332697	2.04136	0.375183	0.4069175	1.593083	0.0487214	0.229086	0.631438	1.58369	4.36518	20.5249	2.184851	3.915001	3.264591	0.13921	0.00256151	0.0112391	0.042908	0.000409369	0.0181326	0.011355	0.0874626	0.00552599	0.0635266	0.0200037	0.118018	0.179074	0.00864404	0.0259343	0.116227	0.0100659	0.0109852	0.0367235	0.0369995	0.00390691	0.0216822	0.0294049	0.796541	0.203459	1.131434
4104	-39.53219	-56.2793	16.74711	0.100617	0.0178519	0.0217332	0.0206909	0.00306161	0.0656375	0.0216298	0.0658753	0.000167466	0.0965563	0.0277134	0.0180417	0.0275707	0.00424139	0.0249094	0.0369644	0.00254449	0.00487963	0.0550849	0.0673165	0.00962943	0.00153357	0.0376814	1.73974	0.556153	0.3219674	1.678033	0.055152	0.243364	0.643462	1.55409	4.10907	18.1317	2.09521	5.211808	1.876905	0.137468	0.0243901	0.029693	0.0282689	0.00418292	0.089677	0.0295517	0.0900019	0.0002288	0.13192	0.0378634	0.0246495	0.0376683	0.00579478	0.0340325	0.0505025	0.0034764	0.00666678	0.0752596	0.0919709	0.0131562	0.00209524	0.0514822	0.839016	0.160984	0.7319321
4140	-36.15077	-53.44217	17.2914	0.0548676	0.121747	0.00183416	0.00498829	0.0413528	0.0135158	0.011625	0.0343703	0.00650539	0.0199013	0.0437342	0.0213043	0.056542	0.0202493	0.206116	0.0702745	0.0218785	0.00776359	0.0440499	0.0590098	0.0554867	0.0969715	0.0346771	1.39996	0.760022	0.2743038	1.725696	0.111765	0.343445	0.716467	1.39574	2.91168	8.94731	1.584499	6.291185	1.105201	0.0523164	0.116086	0.00174888	0.00475634	0.03943	0.0128873	0.0110845	0.0327721	0.00620291	0.0189759	0.0417006	0.0203137	0.0539129	0.0193078	0.196532	0.0670069	0.0208612	0.0074026	0.0420017	0.056266	0.0529067	0.0924625	0.0330647	0.862848	0.137152	1.048765
4176	-35.48182	-52.50522	17.0234	0.156346	0.0323976	0.000660638	0.0020586	0.074207	0.0308673	0.00946103	0.0287189	0.00864049	0.0642096	0.0447809	0.0146384	0.0273504	0.0450306	0.0733993	0.0265194	0.0265524	0.0481089	0.14261	0.186114	0.0256401	0.0450562	0.0292803	1.4268	0.74392	0.1916531	1.808347	0.219454	0.477278	0.793931	1.25956	2.09521	4.55677	1.096616	9.435523	1.150769	0.136828	0.028353	0.000578164	0.0018016	0.064943	0.0270138	0.00827991	0.0251336	0.00756181	0.0561937	0.0391905	0.0128109	0.023936	0.039409	0.0642361	0.0232087	0.0232376	0.042103	0.124807	0.162879	0.0224392	0.0394314	0.025625	0.904173	0.0958265	1.142648
4212	-37.86411	-54.28029	16.41618	0.00529122	0.00528619	0.00176227	0.0112188	0.0198828	0.00258506	0.00333191	0.000794539	0.00354792	0.00647446	0.0152617	0.00782857	0.00847958	0.0187629	0.00218359	0.00065269	0.00321752	0.0030328	0.00450848	0.0109454	0.00162352	0.0253671	0.00734319	0.900726	1.05956	0.1533317	1.846668	0.0538525	0.24055	0.641132	1.55974	4.15713	18.5692	2.11245	12.04361	0.5100545	0.0312384	0.0312086	0.0104041	0.0662336	0.117384	0.0152617	0.0196709	0.0046908	0.0209462	0.0382239	0.0901022	0.0462184	0.0500618	0.110772	0.0128915	0.00385336	0.0189956	0.0179051	0.0266172	0.0646198	0.00958492	0.149763	0.0433528	0.923334	0.0766659	0.1693823
4248	-37.32797	-57.71773	20.38976	0.00606291	0.0474198	0.0319693	0.0258335	0.0377526	0.00584167	0.00350348	0.0775291	0.0325776	0.170986	0.0230814	0.103031	0.162845	0.0576601	0.0219245	0.000434799	0.157302	0.00749396	0.0230657	0.0806744	0.0335281	0.0439353	0.0588499	1.21354	0.871878	1.264416	0.7355843	0.155185	0.403065	0.753155	1.32775	2.48099	6.44392	1.347177	0.5817583	0.8351186	0.00499703	0.0390832	0.026349	0.0212919	0.0311156	0.00481468	0.00288755	0.0638992	0.0268503	0.140926	0.0190236	0.0849178	0.134217	0.0475233	0.0180701	0.00035836	0.129648	0.0061765	0.0190107	0.0664915	0.0276338	0.0362113	0.0485039	0.367792	0.632208	1.213303
4284	-38.243	-54.90127	16.65827	0.0619149	0.0128336	0.0503818	0.0240707	0.0102858	0.00468259	0.0267104	0.0708624	0.0182615	0.171727	0.060695	0.015016	0.0525808	0.0445687	0.0661503	0.0184486	0.0368779	0.0904191	0.0827081	0.0912275	0.115409	0.0190028	0.131689	1.68617	0.588298	0.2254185	1.774581	0.204561	0.461197	0.785486	1.2731	2.16827	4.88852	1.147431	7.872385	1.719708	0.0485027	0.0100536	0.0394679	0.0188564	0.00805765	0.00366823	0.0209243	0.055512	0.0143056	0.134527	0.0475471	0.0117632	0.0411906	0.0349141	0.0518206	0.0144522	0.0288893	0.0708323	0.0647917	0.0714655	0.090409	0.0148864	0.103162	0.887291	0.112709	1.276524
4320	-28.91238	-50.0149	21.10252	0.010681	0.202143	0.0163776	0.0429482	0.0148461	0.00599601	0.0062486	0.00488187	0.00720006	0.025408	0.0881857	0.0232202	0.0587126	0.0699212	0.0875007	0.0361321	0.022716	0.0613715	0.0676463	0.0217955	0.0160985	0.0384468	0.026044	0.896915	1.06185	0.7287828	1.271217	0.700108	0.840401	0.947199	1.05574	1.18991	1.42835	0.2577891	1.744302	0.5068025	0.0111899	0.211774	0.0171579	0.0449945	0.0155535	0.00628169	0.00654632	0.00511448	0.00754311	0.0266186	0.0923874	0.0243266	0.0615101	0.0732526	0.0916697	0.0378536	0.0237983	0.0642956	0.0708694	0.022834	0.0168655	0.0402786	0.0272848	0.635609	0.364391	0.9545211
4356	-37.31905	-53.86558	16.54652	0.0822699	0.234401	0.00563303	0.0201726	0.113836	0.0515582	0.038435	0.00470706	0.0169901	0.149604	0.0137913	0.0821312	0.243455	0.162866	0.349688	0.0461297	0.0159692	0.00581201	0.174044	0.0548165	0.130078	0.0285687	0.0345801	2.03937	0.37638	0.577545	1.422455	0.254211	0.512757	0.811891	1.23169	1.95024	3.93374	0.9903077	2.462934	3.251023	0.0399458	0.113812	0.00273509	0.00979473	0.0552727	0.0250339	0.018662	0.0022855	0.00824945	0.0726396	0.00669629	0.0398785	0.118209	0.0790791	0.16979	0.0223981	0.00775377	0.002822	0.0845062	0.0266159	0.063159	0.0138714	0.0167902	0.711228	0.288772	2.059538
4392	-42.44293	-57.96194	15.51901	0.0360677	0.0872763	0.00367419	0.0129975	0.0340204	0.0365545	0.134338	0.0487892	0.0371964	0.0444158	0.0150158	0.0637642	0.159556	0.148595	0.0645014	0.0910303	0.104213	0.0163526	0.00748715	0.00778467	0.222783	0.0231636	0.0175363	0.148924	1.51065	0.03767567	1.962324	0.188481	0.443146	0.775763	1.28905	2.25659	5.30557	1.206626	52.08466	0.0591498	0.0254516	0.0615874	0.00259273	0.0091718	0.0240069	0.0257951	0.0947967	0.0344286	0.026248	0.0313425	0.010596	0.0449959	0.112592	0.104858	0.0455161	0.0642364	0.0735389	0.0115394	0.00528338	0.00549334	0.157209	0.0163456	0.0123746	0.981162	0.0188378	1.417112
4428	-37.76566	-55.44614	17.68047	0.213538	0.00983027	0.00789805	0.00643484	0.0711937	0.0869188	0.0478876	0.185588	0.0189895	0.109518	0.0267682	0.132106	0.00719622	0.0051234	0.0542059	0.0888266	0.024361	0.00545022	0.0717824	0.030143	0.0796996	0.173583	0.00659793	1.97267	0.416399	0.6194495	1.380551	0.251019	0.509607	0.810332	1.23406	1.9623	3.98376	0.9994445	2.228673	2.84247	0.145895	0.00671632	0.00539617	0.00439646	0.0486416	0.0593853	0.0327182	0.126799	0.0129741	0.074826	0.0182888	0.0902584	0.00491666	0.00350045	0.037035	0.0606888	0.0166441	0.00372375	0.0490437	0.0205946	0.054453	0.118597	0.00450789	0.690275	0.309725	1.46364
