Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-36.11119	-53.52378	17.41259	0.00853142	0.0415155	0.000897047	0.0469501	0.0684398	0.0479549	0.0697219	0.00259285	0.000636719	0.0281199	0.015776	0.0692638	0.00970972	0.0442125	0.0524607	0.040932	0.0687757	0.00144776	0.00748481	0.0313642	0.107129	0.003048	0.190502	1.98627	0.408239	0.8020206	1.197979	0.0426033	0.214574	0.618677	1.61635	4.66041	23.4723	2.281877	1.493701	2.919273	0.00891041	0.0433598	0.000936897	0.0490358	0.0714801	0.0500852	0.0728192	0.00270803	0.000665004	0.0293691	0.0164768	0.0723407	0.0101411	0.0461765	0.0547912	0.0427503	0.0718309	0.00151207	0.00781731	0.0327575	0.111888	0.0031834	0.198965	0.59899	0.40101	0.9574662
396	-38.27274	-57.91869	19.64595	0.170763	0.130461	0.013706	0.0541609	0.0190261	0.20324	0.0129528	0.00140363	0.0617025	0.0768612	0.0768346	0.119257	0.110341	0.103718	0.0332961	0.125194	0.00942595	0.00263362	0.0510542	0.0355221	0.0250107	0.0859503	0.131593	0.403957	1.35763	0.5704824	1.429518	0.199382	0.455465	0.782428	1.27807	2.19556	5.0155	1.165972	2.505805	0.178528	0.103236	0.0788707	0.00828606	0.0327433	0.0115023	0.12287	0.00783068	0.000848573	0.0373026	0.0464669	0.0464508	0.0720974	0.0667071	0.0627033	0.0201294	0.0756867	0.00569851	0.00159217	0.0308651	0.0214751	0.0151204	0.0519618	0.0795553	0.714759	0.285241	1.654107
432	-29.59445	-51.94538	22.35093	0.0816749	0.0086354	0.0716765	0.0152515	0.0277652	0.0592336	0.00407398	0.00609136	0.00147806	0.0495874	0.109028	0.0344374	0.0995935	0.117001	0.0360363	0.0492092	0.0590505	0.0111292	0.0333662	0.00429341	0.0371104	0.0163383	0.0150839	0.329367	1.40238	1.019169	0.980831	0.495815	0.710242	0.898756	1.11265	1.40797	2.01688	0.5072709	0.9623831	0.1409177	0.0862327	0.0091173	0.0756764	0.0161026	0.0293146	0.0625391	0.00430133	0.00643129	0.00156055	0.0523546	0.115112	0.0363591	0.105151	0.12353	0.0380473	0.0519553	0.0623457	0.0117502	0.0352282	0.004533	0.0391814	0.01725	0.0159257	0.490416	0.509584	0.9471449
468	-37.38551	-57.07294	19.68743	0.0330907	0.0352492	0.00425151	0.0174901	0.06477	0.00751487	0.00340695	0.0175403	0.0255989	0.0808876	0.1782	0.118215	0.0981637	0.220784	0.00739743	0.0742877	0.0464521	0.00504465	0.014979	0.10778	0.0519735	0.0389416	0.180388	1.11826	0.929041	1.241715	0.758285	0.075186	0.283067	0.674527	1.48252	3.53273	13.3004	1.871151	0.6106756	0.7222056	0.0231014	0.0246083	0.00296809	0.0122103	0.0452175	0.00524632	0.00237848	0.0122453	0.0178712	0.0564696	0.124406	0.0825291	0.0685306	0.154135	0.00516433	0.0518621	0.0324293	0.0035218	0.0104572	0.0752442	0.036284	0.0271861	0.125934	0.379143	0.620857	1.432409
504	-41.92181	-58.89985	16.97803	0.144185	0.232286	0.00147982	0.354893	0.0385334	0.0209177	0.0736863	0.0731736	0.0234951	0.00998294	0.0734387	0.122444	0.258645	0.00549873	0.0290251	0.329695	0.0891456	0.322134	0.0565977	0.019649	0.0670848	0.0774057	0.0101579	0.972969	1.01622	0.3943801	1.60562	0.190523	0.44548	0.777036	1.28694	2.24477	5.24872	1.198836	4.07125	0.5744641	0.0592489	0.0954513	0.000608091	0.145833	0.0158342	0.00859552	0.0302793	0.0300686	0.00965465	0.0041022	0.0301775	0.0503151	0.106283	0.00225955	0.0119271	0.135479	0.0366319	0.132372	0.0232572	0.00807421	0.0275666	0.0318077	0.00417411	0.80281	0.19719	2.433555
540	-35.05387	-53.59404	18.54017	0.234413	0.0233316	0.0427838	0.0455005	0.0940006	0.0400661	0.100768	0.0497704	0.101408	0.0341881	0.00486163	0.090183	0.406079	0.0857465	0.0578313	0.201828	0.0442642	0.354352	0.121677	0.116108	0.102206	0.0216856	0.0785152	1.01151	0.993093	0.6937864	1.306214	0.485926	0.703298	0.896005	1.11607	1.42187	2.05793	0.5218378	1.882732	0.611128	0.0956177	0.00951702	0.0174516	0.0185598	0.038343	0.0163431	0.0411035	0.0203015	0.0413644	0.0139454	0.00198307	0.0367859	0.165641	0.0349762	0.0235895	0.0823263	0.0180555	0.144541	0.0496321	0.0473607	0.0416901	0.00884562	0.0320265	0.653107	0.346893	2.451568
576	-36.64117	-49.99012	13.34896	0.072949	0.0506368	0.0409454	0.0403235	0.0515704	0.05155	0.0163945	0.00167505	0.03737	0.114551	0.0489386	0.021409	0.0248616	0.164447	0.0617393	0.0785377	0.0328435	0.0125971	0.121548	0.0135267	0.10242	0.00132349	0.107401	2.54347	0.07392	0.5088109	1.491189	0.0447274	0.219726	0.623274	1.60443	4.55113	22.3577	2.246698	2.930733	20.64503	0.0574601	0.0398853	0.0322516	0.0317618	0.0406207	0.0406046	0.0129135	0.00131939	0.0294354	0.0902291	0.0385477	0.0168634	0.0195829	0.12953	0.0486305	0.0618622	0.02587	0.00992241	0.0957406	0.0106547	0.0806737	0.00104248	0.0845974	0.745595	0.254405	1.269559
612	-33.326	-52.60519	19.27919	0.089602	0.00523767	0.0155153	0.000427847	0.0177446	0.00231346	0.0117093	0.0140176	0.0367217	0.0116224	0.0117746	0.151464	0.0384561	0.0598087	0.0108682	0.078295	0.0683546	0.0160022	0.017648	0.043561	0.157708	0.0135718	0.105176	0.57793	1.25324	0.2295308	1.770469	0.470064	0.692006	0.891492	1.12172	1.44507	2.12737	0.5458351	7.713428	0.2766886	0.091655	0.00535768	0.0158708	0.00043765	0.0181512	0.00236647	0.0119776	0.0143388	0.0375631	0.0118887	0.0120444	0.154934	0.0393372	0.0611791	0.0111172	0.0800889	0.0699208	0.0163689	0.0180524	0.0445591	0.161322	0.0138827	0.107586	0.885235	0.114765	0.9776004
648	-42.48491	-61.01269	18.52778	0.0888717	0.0263347	0.00146058	0.0080318	0.0170634	0.00280856	0.00059931	0.208113	0.00886405	0.110492	0.0323694	0.0389192	0.0790657	0.0153383	0.0213508	0.0529183	0.0317902	0.0947224	0.0107398	0.0411355	0.150064	0.0190045	0.055965	0.660489	1.20371	0.6974882	1.302512	0.0175686	0.139301	0.540666	1.84957	7.1787	56.9196	2.922385	1.867432	0.3292276	0.0796326	0.0235969	0.00130874	0.00719681	0.0152895	0.00251658	0.000537005	0.186477	0.00794253	0.0990052	0.0290043	0.0348732	0.0708459	0.0137437	0.0191311	0.0474169	0.0284853	0.084875	0.00962328	0.036859	0.134463	0.0170287	0.0501468	0.651256	0.348744	1.116022
684	-46.01241	-58.33689	12.32448	0.0196194	0.188205	0.00550755	0.0659825	0.0409435	0.032107	0.00667918	0.042903	0.0191415	0.0518791	0.151201	0.0739774	0.101895	0.00859143	0.0264183	0.122307	0.0651406	0.171127	0.0213059	0.00763659	0.195654	0.232305	0.0874288	2.6188	0.0287178	1.124827	0.8751729	0.0427024	0.214817	0.618896	1.61578	4.65513	23.4179	2.280198	0.7780511	54.71463	0.0112888	0.108291	0.00316898	0.0379656	0.0235584	0.018474	0.00384312	0.0246859	0.0110138	0.0298506	0.0869994	0.0425658	0.058629	0.00494341	0.0152008	0.0703739	0.0374812	0.0984647	0.0122592	0.00439401	0.112577	0.133666	0.0503055	0.437586	0.562414	1.737955
720	-37.85953	-54.44268	16.58315	0.0169791	0.00187426	0.00743793	0.0530059	0.0146985	0.012919	0.0310311	0.00957791	0.00299174	0.0547408	0.0938538	0.0774169	0.058355	0.0486232	0.00113869	0.0976802	0.00703833	0.0642282	0.00135611	0.0037082	0.063577	0.0510588	0.0171638	2.49584	0.102494	1.364503	0.635497	0.06289	0.259457	0.656446	1.52335	3.85421	15.9008	2.000275	0.4657351	14.61061	0.0214801	0.00237111	0.00940969	0.0670576	0.018595	0.0163437	0.0392573	0.012117	0.00378484	0.0692523	0.118734	0.0979398	0.0738246	0.0615129	0.00144055	0.123575	0.00890415	0.0812548	0.00171561	0.00469123	0.080431	0.0645943	0.0217138	0.317748	0.682252	0.7904544
756	-38.77095	-57.89842	19.12747	0.0818076	0.015834	0.0526938	0.127918	0.367316	0.00857134	0.0652918	0.00584148	0.125236	0.170459	0.393216	0.167292	0.409013	0.541543	0.0466882	0.0135545	0.0559841	0.143032	0.000255234	0.513129	0.410499	0.289024	0.100306	0.311971	1.41282	1.644635	0.3553654	0.85423	0.926038	0.976312	1.02426	1.07987	1.17065	0.1139233	0.2160756	0.1324888	0.0199312	0.00385771	0.012838	0.0311653	0.089491	0.00208828	0.0159074	0.00142319	0.0305119	0.0415297	0.0958011	0.0407583	0.0996497	0.131939	0.0113749	0.00330236	0.0136397	0.0348476	6.21839e-05	0.125016	0.100012	0.0704162	0.024438	0.177683	0.822317	4.104506
792	-37.84767	-55.61475	17.76708	0.356141	0.4103	0.00289471	0.0011146	0.0381758	0.0356167	0.0134117	0.0116354	0.18119	0.165871	0.0276549	0.113182	0.0145042	0.00550895	0.0208749	0.0279596	0.109563	0.000769357	0.0969941	0.0516702	0.0920543	0.136495	0.130895	0.405333	1.3568	0.145822	1.854178	0.816324	0.905764	0.969593	1.03136	1.10404	1.225	0.1467422	12.71535	0.1792453	0.174197	0.200687	0.00141587	0.000545174	0.0186727	0.0174209	0.00655995	0.00569116	0.0886244	0.0811311	0.0135266	0.0553599	0.00709435	0.00269456	0.0102104	0.0136757	0.0535899	0.00037631	0.0474421	0.0252731	0.0450259	0.0667628	0.0640238	0.927089	0.072911	2.044476
828	-34.90602	-54.6349	19.72888	0.29149	0.0373984	8.16096e-05	0.000110203	0.00669156	0.0604899	0.0509014	0.0235511	0.0312726	0.0806029	0.0797474	0.0975262	0.0152479	0.00777052	0.0101481	0.0997384	0.141866	0.0816829	0.13434	0.0361647	0.00495212	0.112675	0.043274	0.766747	1.13995	0.4403084	1.559692	0.595767	0.776791	0.924223	1.08199	1.28735	1.67851	0.374481	3.542271	0.4035682	0.201344	0.0258326	5.6371e-05	7.61219e-05	0.00462213	0.0417828	0.0351597	0.0162677	0.0216012	0.0556757	0.0550847	0.0673653	0.0105324	0.00536741	0.00700973	0.0688934	0.0979924	0.0564217	0.0927937	0.0249804	0.00342063	0.0778292	0.0298911	0.779846	0.220154	1.447722
864	-44.31028	-57.41523	13.10495	0.122339	0.0681036	0.00512375	0.0494841	0.0621815	0.0391508	0.0485965	0.0830839	0.00170956	0.249216	0.012283	0.135319	0.0125844	0.0571318	0.17894	0.0417907	0.0460571	0.198974	0.0897584	0.00257206	0.00674708	0.0817301	0.0263792	1.97385	0.415689	0.07852467	1.921475	0.0866936	0.303427	0.689303	1.45074	3.29569	11.5349	1.768175	24.4697	2.849028	0.0755526	0.0420585	0.00316426	0.0305598	0.0384013	0.0241782	0.0300116	0.0513099	0.00105577	0.153908	0.00758558	0.0835684	0.0077717	0.0352827	0.110508	0.0258086	0.0284434	0.12288	0.0554319	0.00158842	0.00416678	0.0504739	0.0162909	0.960738	0.0392623	1.619257
900	-34.08206	-54.51315	20.4311	0.00658223	0.0942823	2.07555e-05	0.0163879	0.0399259	0.0077932	0.0538166	0.115598	0.0308043	0.0133587	0.0683797	0.0346551	0.0773452	0.00671681	0.098514	0.0485317	0.0154408	0.103321	0.0668067	0.0569275	0.0124373	0.0450002	0.0181513	1.15255	0.908468	0.8435757	1.156424	0.348423	0.597977	0.851784	1.17401	1.6723	2.87007	0.7623581	1.37086	0.7612072	0.00638556	0.0914654	2.01353e-05	0.0158983	0.038733	0.00756035	0.0522086	0.112144	0.0298839	0.0129596	0.0663367	0.0336197	0.0750343	0.00651613	0.0955706	0.0470817	0.0149795	0.100234	0.0648107	0.0552266	0.0120657	0.0436557	0.017609	0.578212	0.421788	1.030798
936	-37.21546	-52.62176	15.4063	0.0858373	0.051254	0.000225942	0.00587242	0.0247404	0.0480205	0.0114425	0.0260768	0.0131691	0.00699856	0.028902	0.0270658	0.167055	0.0660654	0.175232	0.0142357	0.0119267	0.0570058	0.0407768	0.0309659	0.0253917	0.0135722	0.0710041	1.90816	0.455103	0.1263003	1.8737	0.178804	0.431899	0.769566	1.29943	2.31536	5.59272	1.244738	14.83528	2.515685	0.0855945	0.051109	0.000225303	0.00585581	0.0246704	0.0478847	0.0114101	0.026003	0.0131319	0.00697876	0.0288202	0.0269892	0.166583	0.0658785	0.174736	0.0141954	0.0118929	0.0568446	0.0406614	0.0308783	0.0253199	0.0135338	0.0708033	0.93685	0.0631501	1.002837
972	-30.94611	-48.52552	17.57941	0.181454	0.220127	0.0246525	0.0358299	0.236257	0.00727636	0.0305293	0.0301489	0.0408661	0.0275076	0.0308994	0.111369	0.149903	0.102465	0.225176	0.0498959	0.0453502	0.252378	0.177317	0.170819	0.0399951	0.00422858	0.0301967	1.62009	0.627947	0.4272737	1.572726	0.89067	0.945098	0.982538	1.01777	1.05809	1.12275	0.0837177	3.68084	1.547984	0.0815655	0.0989494	0.0110816	0.0161059	0.1062	0.0032708	0.0137232	0.0135523	0.0183697	0.012365	0.0138896	0.0500616	0.067383	0.0460591	0.101219	0.0224287	0.0203854	0.113446	0.0797059	0.076785	0.0179782	0.00190079	0.0135737	0.786363	0.213637	2.224644
1008	-32.58298	-49.87641	17.29343	0.0252794	0.135801	0.00496385	0.0101691	0.193157	0.0326368	0.0606427	0.0167616	0.00451624	0.0484608	0.0248871	0.106776	0.20081	0.0158752	0.00459006	0.0321064	0.102291	0.015368	0.0680988	0.121337	0.125553	0.0750701	0.120432	2.08997	0.346015	0.4556891	1.544311	0.545447	0.74407	0.911897	1.09662	1.34396	1.83336	0.4382881	3.388957	3.624073	0.0163559	0.0878642	0.00321164	0.00657945	0.124974	0.0211162	0.0392361	0.0108449	0.00292203	0.0313544	0.016102	0.0690843	0.129925	0.0102714	0.00296979	0.020773	0.0661828	0.00994316	0.0440602	0.0785059	0.0812333	0.0485707	0.0779199	0.772155	0.227845	1.545583
1044	-38.50138	-55.64014	17.13876	0.0551924	0.0403567	0.00460636	0.022025	0.0653667	0.0124262	0.0444585	0.00298625	0.00979631	0.055161	0.101032	0.02694	0.0183303	0.0228783	0.00130474	0.0221917	0.00679619	0.00943985	0.0488635	0.0611859	0.0939031	0.037826	0.0482592	1.89683	0.461903	0.4227055	1.577294	0.0850968	0.300688	0.687356	1.45485	3.32571	11.7513	1.781617	3.731426	2.463931	0.0680273	0.0497416	0.00567756	0.0271469	0.0805677	0.0153159	0.0547974	0.00368071	0.0120744	0.0679886	0.124527	0.0332049	0.022593	0.0281986	0.00160816	0.0273524	0.00837664	0.0116351	0.0602267	0.0754147	0.11574	0.0466224	0.0594818	0.788647	0.211353	0.8113264
1080	-35.02511	-54.92339	19.89828	0.0365099	0.0184496	0.0222565	0.137702	0.0577996	0.0223022	0.0176802	0.0190003	0.0173395	0.449778	0.101349	0.0852493	0.0373936	0.0106817	0.00558777	0.0183542	0.0181925	0.0285606	0.0942438	0.0715034	0.258686	0.0796204	0.00131544	1.0567	0.965977	1.058423	0.9415768	0.200541	0.456754	0.783118	1.27695	2.18936	4.98651	1.161781	0.8896033	0.6563538	0.0226833	0.0114626	0.0138278	0.0855529	0.0359103	0.0138561	0.0109845	0.0118047	0.0107729	0.279442	0.0629668	0.0529646	0.0232323	0.00663643	0.00347162	0.0114033	0.0113028	0.0177444	0.0585527	0.0444244	0.160719	0.0494673	0.000817272	0.470788	0.529212	1.609555
1116	-34.93245	-52.13318	17.20073	0.0101259	0.00889189	0.0162923	0.0153243	0.133692	0.0210837	0.111891	0.134617	0.0250164	0.0977082	0.122007	0.220006	0.16828	0.0189127	0.031813	0.0108068	0.196864	0.0201646	0.026796	0.343154	0.226308	0.098345	0.0414537	1.06645	0.960132	0.2841028	1.715897	0.324611	0.577685	0.842659	1.18672	1.73105	3.08061	0.8135443	6.039706	0.6664371	0.00482288	0.00423513	0.00775987	0.00729882	0.0636763	0.010042	0.0532928	0.0641172	0.0119151	0.0465376	0.0581108	0.104787	0.0801506	0.00900795	0.0151523	0.0051472	0.0937646	0.00960426	0.0127627	0.163441	0.107789	0.0468409	0.0197441	0.857949	0.142051	2.099553
1152	-44.03287	-55.25538	11.22251	0.0499104	0.0818619	0.07139	0.0462387	0.217451	0.0887397	0.0727986	0.0101659	0.018379	0.16801	0.0864266	0.133216	0.275053	0.0765512	0.0282426	0.133771	0.0265406	0.546224	0.0470041	0.0865928	0.378783	0.20869	0.290526	1.76824	0.539054	0.07307101	1.926929	0.112255	0.344178	0.716944	1.39481	2.90547	8.90826	1.581336	26.37064	1.968162	0.015882	0.0260494	0.0227171	0.0147137	0.0691955	0.028238	0.0231653	0.0032349	0.00584839	0.0534628	0.0275019	0.042391	0.0875248	0.0243594	0.0089871	0.0425676	0.00844553	0.173814	0.0149572	0.0275548	0.120533	0.0664075	0.0924486	0.963464	0.0365355	3.142567
1188	-38.69888	-54.27155	15.57267	0.0383636	0.0306743	0.0083115	0.0126303	0.022118	0.016199	0.00452298	0.0470888	0.0287602	0.0764658	0.00723651	0.102942	0.0700509	0.0194119	0.0118722	0.00631796	0.0189237	0.0200839	0.0102752	0.00498919	0.0233257	0.00256892	0.0209712	1.62049	0.627709	0.0800445	1.919956	0.217486	0.475185	0.792843	1.26128	2.10444	4.59801	1.10313	23.9861	1.548953	0.063505	0.0507766	0.0137584	0.0209075	0.0366128	0.0268149	0.00748708	0.0779481	0.0476081	0.126577	0.0119789	0.170405	0.115958	0.0321334	0.0196526	0.0104584	0.0313253	0.0332457	0.0170089	0.00825882	0.038612	0.00425244	0.0347145	0.959978	0.0400222	0.6041042
