Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
0	-41.10142	-54.48348	13.38207	1.409863	10.23336	3.759539	2.417248
6	-36.44953	-56.41804	19.96852	0.6016775	2.672356	0.1368722	1.866857
12	-34.5919	-51.90846	17.31655	0.5117296	4.351087	0.9134754	2.327081
18	-31.45696	-53.54891	22.09195	0.644894	1.111845	0.07561354	1.179127
24	-32.42187	-54.51874	22.09687	1.602749	0.5339031	0.04487002	1.065345
30	-28.71495	-53.36238	24.64743	0.3377059	0.07196119	0.1024031	0.4454885
36	-26.90906	-50.96034	24.05128	0.3238551	0.08033046	0.1133131	1.206744
42	-28.94733	-51.29608	22.34876	0.6027863	0.4803541	0.1133131	1.495391
48	-31.23617	-50.49582	19.25964	1.314469	2.372257	0.6912169	1.104924
54	-31.63758	-51.07025	19.43267	1.00785	5.576971	0.174232	1.11973
60	-36.06124	-53.86981	17.80857	1.600885	7.120278	0.4203872	1.19144
66	-36.99813	-56.69579	19.69766	2.117442	1.731334	0.09208655	1.475026
72	-37.88775	-52.50129	14.61354	0.3853265	117.6833	0.04860882	1.475026
78	-43.61483	-57.92244	14.30762	0.8085217	40.53468	0.02738577	2.901202
84	-35.44962	-51.9364	16.48678	0.9982995	40.53468	0.1121351	0.977926
90	-35.78819	-54.59646	18.80826	1.005458	7.658127	0.0929957	1.497739
96	-37.78351	-55.90101	18.1175	0.4503873	7.658127	0.1659988	2.16659
102	-38.78013	-58.4968	19.71667	1.814508	2.743895	0.2773351	0.5512171
108	-42.32587	-60.07523	17.74936	2.093298	2.743895	1.770046	0.5503086
114	-39.07576	-56.56114	17.48538	1.940868	2.743895	2.34782	0.3181547
120	-43.01125	-61.12332	18.11207	1.036968	0.4753797	1.125227	2.875516
126	-34.80272	-51.40161	16.59889	1.042004	4.13098	1.540772	2.14214
132	-36.21253	-56.03281	19.82028	0.3942995	4.13098	0.6168815	0.8449019
138	-32.9131	-51.79005	18.87695	0.2530377	6.751363	0.6168815	1.225232
144	-38.61187	-57.98113	19.36926	0.04173166	9.877633	0.3832191	0.7324624
150	-32.51655	-51.94716	19.43061	0.02908283	3.853827	0.5891664	1.612235
156	-31.24136	-50.08475	18.84339	0.4744268	3.853827	0.864233	1.457229
162	-40.15088	-59.90538	19.7545	1.202712	3.853827	0.2312191	0.9503284
168	-38.86839	-53.91809	15.0497	1.433698	17.03584	1.949471	1.220882
174	-34.17141	-52.88593	18.71452	0.5493642	8.606708	0.5141503	0.8977511
180	-30.33051	-50.64746	20.31696	0.2208466	1.478649	0.9756159	1.322604
186	-29.6814	-51.7979	22.1165	0.02126338	1.214344	0.2054239	1.203648
192	-35.49149	-51.74453	16.25304	0.07699071	7.305905	0.1705103	3.562065
198	-37.54521	-56.94275	19.39754	0.4073745	5.600011	0.1705103	1.627668
204	-33.82465	-53.52208	19.69743	0.6511109	2.038628	0.1705103	2.15527
210	-37.59977	-57.425	19.82523	1.804201	0.8392086	1.019173	0.2940995
216	-41.6533	-59.06197	17.40867	2.008639	4.699326	0.4699409	1.584604
222	-44.11108	-62.46281	18.35174	1.519241	1.272863	1.547752	1.584604
